id,real_age,user_setage,gender,playcard_level,playcard_point,playcard_coupon_num,is_push_open,utm_channel,signup_day,app_version,manufacturer,model,label,add_all_num,add_under_18_num,add_under_30_num,add_under_setage_num,view_all_num,view_under_18_num,view_under_30_num,view_under_setage_num,msg_all_num,msg_under_18_num,msg_under_30_num,msg_under_setage_num,gift_all_num,gift_under_18_num,gift_under_30_num,gift_under_setage_num
26876,,,1,,,,1,,0.222097798,0.264150943,0.903361345,0.778021016,1,0.015909091,0.015037594,0.018032787,0.002114165,0.031576072,0.015878617,0.058488489,0.005676193,0.01723804,0.011560694,0.020950594,0.002820306,0.008028546,0.006666667,0.012978585,0.001070664
2445,0.526315789,,1,0.007592191,0.777777778,0.009389671,1,,0.011198208,0.264150943,0.903361345,0.778021016,1,0.005113636,0,0.001639344,0.00422833,0.027387781,0.05716302,0.024553678,0.019338658,0.00464846,0.005780347,0.003126954,0.001208703,0.017246506,0.026666667,0.014276444,0.00856531
34239,0.407894737,1,1,0.04989154,0.888888889,0,1,0.734693878,0.220604703,0.264150943,0.903361345,0.778021016,1,0.028409091,0.015037594,0.012295082,0.031712474,0.052936356,0.043754411,0.0498253,0.05999604,0.017625412,0.011560694,0.004690432,0.016518936,0.022004163,0.026666667,0.007787151,0.03640257
26708,0.618421053,1,1,0.068329718,1,0,1,,0.156028369,0.632075472,0.903361345,0.778021016,1,0.08125,0.097744361,0.044262295,0.084566596,0.084967677,0.08398024,0.079596037,0.081050756,0.033313965,0.043352601,0.017198249,0.025382756,0.028843295,0.053333333,0.020116807,0.034261242
947,0.447368421,0,1,0.031453362,0.888888889,0,1,,0.256065696,0.679245283,0.903361345,0.778021016,1,0.039204545,0.015037594,0.020491803,0.025369979,0.022580351,0.014467184,0.025606663,0.014520494,0.023629673,0.00867052,0.010631645,0.008460919,0.018138567,0.013333333,0.007138222,0.017130621
535,0.223684211,,1,0.075921909,0,0.038497653,1,,0.126539754,0.632075472,0.903361345,0.778021016,1,0.054545455,0.030075188,0.052459016,0.012684989,0.04649003,0.02858151,0.075240511,0.018216619,0.024791788,0.005780347,0.02532833,0.00443191,0.07612251,0.073333333,0.099286178,0.035331906
33532,0.434210526,0,1,0.042299349,1,0.014084507,1,0.387755102,0.021649869,0.632075472,0.903361345,0.778021016,1,0.013068182,0,0.005737705,0.014799154,0.005608668,0.007762879,0.004307663,0.007260247,0.006391633,0.002890173,0.00343965,0.002820306,0.006839132,0.013333333,0.004542505,0.010706638
7221,0.289473684,1,1,0.042299349,0.222222222,0.001877934,1,,0.108995894,0.20754717,0.903361345,0.823555166,1,0.280681818,0.157894737,0.193442623,0.202959831,0.137849404,0.115031757,0.154022878,0.111807801,0.072825876,0.040462428,0.03971232,0.034649476,0.0544157,0.066666667,0.03504218,0.052462527
24938,0.302631579,1,0.5,0.00867679,1,0,1,,0.228816723,0.264150943,0.903361345,0.269264448,1,0.002840909,0,0,0.010570825,0.007138305,0.010232886,0.007466616,0.006270213,0.005423204,0.002890173,0.002501563,0.003626108,0.003865596,0.006666667,0.000648929,0.00856531
5778,0.460526316,0,0.5,0.00867679,0.444444444,0.005633803,1,,0.004479283,0.264150943,0.903361345,0.703590193,1,0.004545455,0,0.004098361,0.006342495,0.007174725,0.014114326,0.007801656,0.004752162,0.003486345,0.00867052,0.001876173,0.001611604,0.026167113,0.046666667,0.025308241,0.014989293
22522,0.25,0,0.5,0.052060738,0.222222222,0,1,,0.086599477,0.594339623,0.903361345,0.877408056,1,0.026704545,0.015037594,0.010655738,0.033826638,0.057761996,0.049400141,0.049777437,0.05352782,0.02421073,0.020231214,0.008130081,0.019742143,0.008028546,0,0.004542505,0.007494647
32933,0.328947368,1,0.5,0.015184382,0,0,1,0.12244898,0.151549085,0.575471698,0.903361345,0.877408056,1,0.064772727,0.07518797,0.032786885,0.076109937,0.040244013,0.026464361,0.041257838,0.032737113,0.021499128,0.023121387,0.010006254,0.012892828,0.014272971,0.013333333,0.009733939,0.016059957
4740,0.236842105,0,0.5,0.085683297,0.222222222,0,1,,0.236655468,0.632075472,0.903361345,0.245183888,1,0.044318182,0,0.03852459,0.010570825,0.08374761,0.033874382,0.121188915,0.02765494,0.030408677,0.005780347,0.026266417,0.002820306,0.04103479,0.013333333,0.046722907,0.007494647
8103,0.236842105,0,1,0.046637744,0.333333333,0,1,0.714285714,0.024636058,0.632075472,0.457983193,0.595446585,1,0.048863636,0.052631579,0.023770492,0.054968288,0.042975508,0.049400141,0.034126262,0.048379645,0.016850668,0.020231214,0.006566604,0.012087027,0.007731192,0.026666667,0.002595717,0.010706638
34148,0.184210526,,0.5,0.014099783,0.555555556,0,1,,0.019410228,0.679245283,0.457983193,0.595446585,1,0.003977273,0.022556391,0.002459016,0,0.000619139,0.001058574,0.000430766,0.000528018,0.001355801,0.00867052,0.000938086,0,0.001189414,0.02,0.001946788,0
13273,0.184210526,,1,0.085683297,0.444444444,0,1,,0.174692049,0.632075472,0.457983193,0.595446585,1,0.023295455,0.007518797,0.024590164,0.00422833,0.033160339,0.016937191,0.049011631,0.015114514,0.030602363,0.00867052,0.02876798,0.004834811,0.047873922,0,0.059052563,0.020342612
18521,0.486842105,0,0.5,0.054229935,0.333333333,0,1,0.857142857,0.211646137,0.679245283,0.457983193,0.595446585,1,0.014772727,0.015037594,0.013934426,0.00422833,0.031831012,0.018348624,0.04441679,0.017688601,0.007360062,0.002890173,0.005628518,0.003223207,0.026167113,0.033333333,0.034393251,0.019271949
15969,0.381578947,,0.5,0.032537961,0.444444444,0.01314554,1,,0.215752146,0.632075472,0.457983193,0.595446585,1,0.029545455,0.007518797,0.031147541,0.002114165,0.001183647,0.001058574,0.001866654,0.000396013,0.001162115,0.002890173,0.001876173,0.000402901,0.001486768,0,0.001297859,0
14015,0.434210526,,0.5,0.023861171,0.222222222,0,1,,0.028368794,0.264150943,0.457983193,0.595446585,1,0.01875,0,0.013934426,0.00845666,0.010980606,0.004234298,0.015507586,0.00528018,0.008909549,0,0.006253909,0.002417405,0.019922688,0.013333333,0.024010383,0.005353319
8619,0.184210526,1,0.5,0.006507592,0.222222222,0,1,,0.207540127,0.20754717,0.457983193,0.471541156,1,0.003409091,0,0.000819672,0.006342495,0.001110808,0.001764291,0.000670081,0.001320045,0.000387372,0.002890173,0.000312695,0.000805802,0.000297354,0.006666667,0.000648929,0.001070664
25589,0.236842105,0,1,0.020607375,0.333333333,0.009389671,1,0.12244898,0.060470325,0.264150943,0.457983193,0.471541156,1,0.029545455,0.007518797,0.005737705,0.016913319,0.031448602,0.024700071,0.024649404,0.028776978,0.017819097,0.005780347,0.004690432,0.00926672,0.005649718,0,0,0.009635974
18499,0.236842105,,1,0.071583514,0.777777778,0,1,0.714285714,0.023142964,0.632075472,0.457983193,0.471541156,1,0.230681818,0.105263158,0.18852459,0.124735729,0.059309842,0.055045872,0.078973819,0.04323147,0.068758474,0.031791908,0.053783615,0.026994359,0.093369016,0.1,0.112264763,0.069593148
34227,0.381578947,1,1,0.044468547,0.555555556,0,1,,0.046659201,0.679245283,0.457983193,0.462784588,1,0.023863636,0.045112782,0.009016393,0.048625793,0.009560229,0.0151729,0.00655722,0.01735859,0.011427465,0.026011561,0.004690432,0.013295729,0.016057092,0.06,0.007138222,0.03640257
16367,0.263157895,0,0.5,0.023861171,0.444444444,0,1,0.020408163,0.011944756,0.613207547,0.457983193,0.462784588,1,0.029545455,0.007518797,0.013114754,0.040169133,0.013092962,0.012350035,0.010769157,0.013398456,0.009490606,0.005780347,0.002814259,0.008058018,0.01754386,0.006666667,0.012329656,0.021413276
2648,0.197368421,1,1,0.027114967,0.444444444,0,1,,0.133631952,0.613207547,0.457983193,0.462784588,1,0.135227273,0.060150376,0.031967213,0.209302326,0.065428389,0.046577276,0.033121141,0.093657184,0.080185938,0.031791908,0.016572858,0.061240935,0.027951234,0.026666667,0.007138222,0.057815846
5803,0.539473684,0,1,0.070498915,0.222222222,0,1,,0.829040687,0.594339623,0.457983193,0.462784588,1,0.022159091,0.007518797,0.01147541,0.021141649,0.088809979,0.10303458,0.107452257,0.075506567,0.370908387,0.421965318,0.213883677,0.257856567,0.154326494,0.34,0.158338741,0.155246253
3065,0.289473684,0,0.5,0.075921909,0.888888889,0.001877934,1,,0.240761478,0.632075472,0.457983193,0.462784588,1,0.063068182,0.030075188,0.055737705,0.021141649,0.014677228,0.004940014,0.019288757,0.005478186,0.016269611,0.005780347,0.012507817,0.003223207,0.019625335,0.02,0.019467878,0.006423983
8704,0.25,1,0.5,0.066160521,1,0,1,0.857142857,0.236282195,0.264150943,0.457983193,0.462784588,1,0.110795455,0.082706767,0.049180328,0.141649049,0.024583447,0.028934368,0.019145168,0.033925153,0.027890761,0.028901734,0.009068168,0.027800161,0.056497175,0.08,0.023361454,0.101713062
34285,0.25,0,1,0.005422993,0.111111111,0,1,,0.208286674,0.20754717,0.457983193,0.462784588,1,0.005681818,0.007518797,0.002459016,0.00422833,0.043503596,0.022582922,0.059876514,0.022242756,0.009103235,0.00867052,0.005941213,0.004834811,0.010110021,0.013333333,0.009733939,0.011777302
27470,0.210526316,,1,0.165943601,0.444444444,0.000938967,1,0.714285714,0.04964539,0.613207547,0.457983193,0.462784588,1,0.142045455,0.067669173,0.093442623,0.078224101,0.054010744,0.040578687,0.058201311,0.047257607,0.038737168,0.028901734,0.02532833,0.020950846,0.019922688,0.04,0.016223232,0.027837259
20271,0.184210526,1,1,0.07483731,0.444444444,0,1,,0.219858156,0.632075472,0.457983193,0.462784588,1,0.073863636,0.030075188,0.067213115,0.019027484,0.112956387,0.079040226,0.182597042,0.039205333,0.04938989,0.043352601,0.049093183,0.011281225,0.05857865,0.08,0.091499027,0.012847966
2646,0.657894737,,1,0.030368764,0.444444444,0,1,,0.020156775,0.632075472,0.457983193,0.462784588,1,0.001136364,0,0.000819672,0.002114165,0.001402167,0.001058574,0.001675202,0.000924031,0.000774743,0,0.000312695,0.000402901,0.001486768,0,0.001297859,0.002141328
2131,,,1,,,,1,,0.22023143,0.273584906,0.457983193,0.462784588,1,0.044318182,0.015037594,0.03852459,0.031712474,0.051461349,0.028228652,0.086919064,0.01676457,0.033895022,0.005780347,0.035959975,0.006849315,0.020517395,0.02,0.030499676,0.006423983
32013,0.118421053,,0.5,0.007592191,0.555555556,0,1,,0.008585293,0.632075472,0.457983193,0.462784588,1,0.001136364,0.015037594,0.001639344,0.002114165,7.28E-05,0.000705716,0.000191452,6.60E-05,0.000387372,0.005780347,0.000625391,0.000402901,0.000594707,0.013333333,0.001297859,0.001070664
11946,0.565789474,0,0.5,0.043383948,0.111111111,0,1,0.714285714,0.035087719,0.632075472,0.457983193,0.462784588,1,0.010227273,0.015037594,0.006557377,0.00422833,0.003296003,0.003528582,0.004116211,0.001716058,0.003680031,0.005780347,0.002814259,0.000805802,0.003865596,0.02,0.003893576,0.004282655
22591,0.210526316,,1,0.023861171,0.111111111,0,1,0.12244898,0.191489362,0.632075472,0.457983193,0.462784588,1,0.025568182,0.037593985,0.009016393,0.038054968,0.008376582,0.011291461,0.006078591,0.008316283,0.006391633,0.00867052,0.001876173,0.002820306,0.004757657,0.026666667,0.002595717,0.005353319
14304,0.657894737,1,1,0.020607375,0.888888889,0,1,,0.151549085,0.632075472,0.457983193,0.026269702,1,0.00625,0,0.003278689,0.00422833,0.026695803,0.019407198,0.030632269,0.018678635,0.003292659,0.005780347,0.000625391,0.002014504,0.003568243,0.013333333,0.002595717,0.003211991
30557,0.236842105,1,1,0.026030369,0.111111111,0,1,0.12244898,0.088465845,0.613207547,0.457983193,0.067863398,1,0.086363636,0.037593985,0.054918033,0.088794926,0.049476464,0.03634439,0.047240703,0.047983631,0.055975208,0.031791908,0.029706066,0.032634972,0.036574487,0.026666667,0.027903958,0.050321199
5904,0.644736842,1,1,0.053145336,0.777777778,0.000938967,1,0.244897959,0.014930944,0.632075472,0.457983193,0.067863398,1,0.063636364,0.052631579,0.025409836,0.080338266,0.020722935,0.030698659,0.018475087,0.024486833,0.024017044,0.026011561,0.009693558,0.022965351,0.029735355,0.033333333,0.014276444,0.052462527
18238,0.526315789,1,0.5,0.176789588,0,0,1,0.12244898,0.091825308,0.264150943,0.491596639,0.750437828,1,0.030113636,0.022556391,0.006557377,0.052854123,0.009633069,0.009174312,0.005982865,0.011682397,0.025566531,0.037572254,0.008442777,0.021756648,0.012191496,0.013333333,0.004542505,0.014989293
28568,0.263157895,0,1,0.010845987,0.444444444,0,1,,0.565882792,0.264150943,0.415966387,0.794220665,1,0.040340909,0,0.027868852,0.019027484,0.043631066,0.034580099,0.06226966,0.020262689,0.046290916,0.026011561,0.041275797,0.014907333,0.059470711,0.053333333,0.070084361,0.026766595
30902,0,0,0.5,0.053145336,0.333333333,0,1,0.857142857,0.235162374,0.20754717,0.415966387,0.794220665,1,0.064204545,0.015037594,0.062295082,0.00845666,0.064426841,0.01905434,0.106973628,0.014916507,0.023823359,0.002890173,0.025953721,0.001208703,0.041629497,0.006666667,0.051265412,0.006423983
12761,0.289473684,0,0.5,0.026030369,0.444444444,0,1,0.040816327,0.068309071,0.20754717,0.415966387,0.794220665,1,0.010795455,0.015037594,0.006557377,0.012684989,0.005790768,0.004234298,0.005264921,0.005478186,0.006779004,0.011560694,0.002501563,0.005640612,0.013678263,0.006666667,0.005840363,0.018201285
3731,0.657894737,1,0.5,0.059652928,0.444444444,0,1,,0.218738335,0.613207547,0.415966387,0.183012259,1,0.126704545,0.15037594,0.068032787,0.1205074,0.099717746,0.162667608,0.112669315,0.079730711,0.137323262,0.268786127,0.066916823,0.099113618,0.079988106,0.26,0.063595068,0.08993576
17345,0.578947368,0,1,0.011930586,0.333333333,0.000938967,1,0.12244898,0.183650616,0.264150943,0.415966387,0.804290718,1,0.077840909,0.015037594,0.072131148,0.031712474,0.134571611,0.093860268,0.196142249,0.064682199,0.042029828,0.014450867,0.037210757,0.008058018,0.027059173,0.013333333,0.029850746,0.009635974
33954,0.618421053,1,1,0.054229935,0.333333333,0.004694836,0,0.93877551,0.120940649,0.20754717,0.415966387,0.804290718,1,0.086363636,0.060150376,0.041803279,0.10359408,0.067449695,0.093154552,0.059685062,0.080654742,0.05636258,0.037572254,0.03564728,0.030620467,0.030330062,0.04,0.019467878,0.040685225
32668,0.592105263,,0.5,0.015184382,0.555555556,0,1,,0.123553565,0.679245283,0.415966387,0.804290718,1,0.008522727,0.007518797,0.007377049,0.006342495,0.00467996,0.004940014,0.008328148,0.002178074,0.002711602,0.002890173,0.002814259,0.001208703,0.004757657,0.006666667,0.005840363,0.002141328
12885,0.381578947,,1,0.037960954,0.222222222,0,1,0.12244898,0.044046286,0.632075472,0.415966387,0.804290718,1,0.005681818,0.015037594,0.004918033,0.002114165,0.00449786,0.00388144,0.006365768,0.001386047,0.002517916,0.011560694,0.002501563,0.000805802,0.005649718,0.013333333,0.007787151,0.003211991
35644,0.565789474,,1,0.01626898,0,0,1,0.12244898,0.141843972,0.613207547,0.415966387,0.804290718,1,0.134090909,0.060150376,0.070491803,0.124735729,0.076900665,0.066337332,0.059062844,0.085670913,0.042029828,0.031791908,0.015322076,0.030620467,0.027356527,0.026666667,0.00843608,0.037473233
71,0.710526316,,1,0.041214751,0.555555556,0.009389671,1,,0.020156775,0.679245283,0.415966387,0.804290718,1,0.017045455,0,0.007377049,0.019027484,0.00484385,0.004234298,0.004403389,0.005148175,0.011040093,0.014450867,0.005003127,0.010072522,0.005352364,0.013333333,0.002595717,0.00856531
29423,0.657894737,,0,0.03362256,0.888888889,0,1,0.12244898,0.571481896,0.632075472,0.415966387,0.804290718,1,0.010227273,0.007518797,0.009016393,0.002114165,0.006246017,0.002822865,0.008040971,0.002310079,0.000581058,0.002890173,0.000625391,0.000402901,0.000594707,0,0.000648929,0
194,0.473684211,1,1,0.030368764,0.333333333,0.009389671,1,,0.023889511,0.679245283,0.415966387,0.804290718,1,0.040340909,0.030075188,0.020491803,0.031712474,0.021924793,0.025052929,0.01818791,0.025080853,0.012976951,0.011560694,0.006253909,0.005237712,0.015462385,0.026666667,0.009733939,0.018201285
2532,0.052631579,1,1,0.052060738,1,0,1,0.12244898,0.008958567,0.20754717,0.415966387,0.804290718,1,0.10625,0.082706767,0.070491803,0.088794926,0.007866703,0.007410021,0.007418753,0.007986272,0.019755956,0.014450867,0.010006254,0.014101531,0.020517395,0.026666667,0.012329656,0.025695931
10561,0.065789474,,1,0.023861171,0.666666667,0,1,,0.097797686,0.632075472,0.415966387,0.647985989,1,0.010227273,0,0.009016393,0.00422833,0.001602477,0,0.003063227,0.000396013,0.002517916,0,0.003752345,0.000402901,0.003865596,0,0.006489293,0.003211991
16233,0.605263158,,1,0.00867679,0.888888889,0,0,0.12244898,0.219111609,0.264150943,0.415966387,0.647985989,1,0.023863636,0.045112782,0.019672131,0.012684989,0.01870163,0.014467184,0.018140047,0.017094581,0.018981212,0.023121387,0.013758599,0.006446414,0.005352364,0.02,0.004542505,0.001070664
28952,0.263157895,1,1,0.013015184,0.555555556,0,1,0.12244898,0.155655095,0.264150943,0.415966387,0.647985989,1,0.028409091,0.022556391,0.009836066,0.029598309,0.021305654,0.014820042,0.012013593,0.027984951,0.043966686,0.026011561,0.010631645,0.037872683,0.043710972,0.033333333,0.012329656,0.069593148
18961,0.355263158,1,1,0.030368764,0,0,0,,0.367674505,0.264150943,0.415966387,0.647985989,1,0.00625,0,0.005737705,0,0.073331512,0.032110092,0.124156416,0.018942644,0.007747434,0.002890173,0.0068793,0,0.01338091,0,0.015574302,0.006423983
14848,0.407894737,1,1,0.05856833,0,0,1,,0.154162001,0.679245283,0.415966387,0.647985989,1,0.057954545,0.022556391,0.053278689,0.002114165,0.052098698,0.045165843,0.086871201,0.015246518,0.036412938,0.023121387,0.039399625,0.00443191,0.05857865,0.06,0.089552239,0.009635974
4829,0.144736842,0,1,0.03362256,0.888888889,0,1,,0.094438223,0.20754717,0.415966387,0.647985989,1,0.009659091,0.007518797,0.009016393,0.006342495,0.008558682,0.004940014,0.0085196,0.007260247,0.00929692,0.002890173,0.004065041,0.002820306,0.006244425,0.006666667,0.003893576,0.004282655
10060,0.5,1,1,0.029284165,0.444444444,0.000938967,0,0.12244898,0.019783501,0.613207547,0.415966387,0.647985989,1,0.053409091,0.105263158,0.031147541,0.052854123,0.028644268,0.038461538,0.032786101,0.019074649,0.028471819,0.040462428,0.020325203,0.011684126,0.039250669,0.113333333,0.03569111,0.038543897
8848,0.394736842,0,1,0.055314534,0.888888889,0,0,0.12244898,0.107129526,0.20754717,0.415966387,0.647985989,1,0.082386364,0.037593985,0.073770492,0.038054968,0.122662296,0.098800282,0.20255588,0.052405782,0.056749952,0.037572254,0.057223265,0.012892828,0.052928933,0.026666667,0.077871512,0.018201285
36315,,,1,,,,1,,0.224710713,0.632075472,0.415966387,0.647985989,1,0.114204545,0.030075188,0.107377049,0.012684989,0.016680324,0.01340861,0.023452831,0.011154379,0.005229518,0.01734104,0.003752345,0.003223207,0.004757657,0.013333333,0.003893576,0.007494647
23733,0.618421053,,1,0.075921909,0.444444444,0.000938967,0,,0.030235162,0.632075472,0.415966387,0.647985989,1,0.063636364,0.045112782,0.053278689,0.027484144,0.070691068,0.069160198,0.093715599,0.046267573,0.029052876,0.026011561,0.025641026,0.00926672,0.03181683,0.026666667,0.038935756,0.017130621
17324,0.197368421,0,1,0.052060738,0.444444444,0.003755869,0,,0.228816723,0.632075472,0.415966387,0.647985989,1,0.005681818,0,0.004918033,0.002114165,0.005390148,0.001411433,0.0085196,0.001056036,0.003292659,0,0.004065041,0,0.006839132,0,0.012329656,0.001070664
16401,0.421052632,0,1,0.059652928,1,0,1,,0.49944009,0.632075472,0.903361345,0.711033275,1,0.039772727,0.007518797,0.040163934,0.012684989,0.02312665,0.012350035,0.037668119,0.007128242,0.009490606,0.005780347,0.009068168,0.002417405,0.009515314,0.006666667,0.011680727,0.004282655
19093,0.223684211,0,1,0.061822126,0.222222222,0,0,,0.020903322,0.264150943,0.415966387,0.159369527,1,0.024431818,0,0.006557377,0.027484144,0.005062369,0.000352858,0.00229742,0.006336215,0.01723804,0.005780347,0.004690432,0.010475423,0.01754386,0.006666667,0.004542505,0.019271949
13968,0.552631579,0,1,0.011930586,0,0.000938967,0,,0.007465472,0.264150943,0.415966387,0.159369527,1,0.026136364,0.007518797,0.017213115,0.019027484,0.001930256,0.001411433,0.002058106,0.001980067,0.003680031,0,0.002501563,0.002417405,0.003568243,0,0.003244646,0.002141328
22270,0.434210526,,0.5,0.014099783,0.111111111,0,1,,0.009705114,0.235849057,0.415966387,0.159369527,1,0.059659091,0.037593985,0.032786885,0.044397463,0.025821724,0.026111503,0.029579285,0.019008646,0.018012783,0.005780347,0.009380863,0.00886382,0.043413619,0.013333333,0.040233615,0.032119914
8616,0.302631579,0,0.5,0.134490239,0.666666667,0,1,,0.512504666,0.679245283,0.415966387,0.159369527,1,0.080113636,0.07518797,0.048360656,0.080338266,0.054393153,0.050458716,0.064471354,0.044683519,0.044935115,0.037572254,0.020325203,0.030217566,0.052334225,0.033333333,0.031148605,0.062098501
30870,0.315789474,1,1,0.034707158,0.444444444,0.021596244,0,,0.028368794,0.632075472,0.415966387,0.888353765,1,0.059090909,0.037593985,0.023770492,0.073995772,0.023946099,0.021524347,0.021777629,0.025146855,0.02982762,0.011560694,0.009693558,0.020547945,0.064228368,0.033333333,0.031797534,0.085653105
1092,0.671052632,0,1,0.039045553,0,0.011267606,0,,0.246360582,0.20754717,0.415966387,0.888353765,1,0.008522727,0,0.01147541,0,0.00910498,0.00388144,0.01818791,0.001518052,0.012008522,0.002890173,0.014696685,0.001208703,0.006839132,0,0.012329656,0
34623,0.315789474,,1,0.014099783,0.666666667,0.003755869,0,,0.003359462,0.264150943,0.415966387,0.888353765,1,0.005113636,0,0.001639344,0.00422833,0.000928708,0.001764291,0.000574355,0.001518052,0.00232423,0,0.000625391,0.002417405,0.025275052,0.026666667,0.00908501,0.047109208
15263,0.184210526,0,0.5,0.057483731,0.444444444,0.012206573,1,,0.210526316,0.632075472,0.415966387,0.897548161,1,0.142613636,0.030075188,0.135245902,0.050739958,0.061895657,0.01905434,0.094433542,0.024090819,0.047840403,0.01734104,0.048467792,0.00926672,0.042521558,0.026666667,0.053861129,0.018201285
24549,0.578947368,,1,0.032537961,0.333333333,0,0,0.12244898,0.011571482,0.688679245,0.415966387,0.699649737,1,0.047727273,0.030075188,0.017213115,0.057082452,0.013438951,0.01905434,0.012683674,0.014916507,0.017044354,0.023121387,0.007191995,0.01369863,0.026464466,0.053333333,0.023361454,0.037473233
32558,0.421052632,1,1,0.027114967,1,0,1,0.12244898,0.097424412,0.613207547,0.415966387,0.699649737,1,0.211363636,0.165413534,0.127868852,0.202959831,0.159792406,0.150317572,0.181113292,0.134644578,0.141196979,0.147398844,0.080050031,0.095084609,0.072851621,0.073333333,0.059052563,0.074946467
9583,0.434210526,1,1,0.011930586,0.333333333,0,0,0.857142857,0.22545726,0.811320755,0.415966387,0.699649737,1,0.057386364,0.022556391,0.046721311,0.016913319,0.098770828,0.042342978,0.140142632,0.036103228,0.015688553,0.005780347,0.016885553,0.002014504,0.019922688,0,0.0266061,0.006423983
30560,,,1,,,,1,,0.229936543,0.632075472,0.415966387,0.882661996,1,0.110227273,0.015037594,0.106557377,0.031712474,0.106145862,0.048341567,0.166850141,0.035971223,0.036412938,0.020231214,0.037836148,0.006849315,0.028545941,0.04,0.042180402,0.007494647
36877,0.197368421,1,0.5,0.015184382,0.555555556,0,1,,0.01866368,0.632075472,0.415966387,0.882661996,1,0.006818182,0,0,0.006342495,0.005098789,0.005998589,0.003924759,0.005478186,0.005616889,0.002890173,0.000312695,0.004834811,0.002378828,0,0,0.003211991
