id,real_age,user_setage,gender,playcard_level,playcard_point,playcard_coupon_num,is_push_open,utm_channel,signup_day,app_version,manufacturer,model,label,add_all_num,add_under_18_num,add_under_30_num,add_under_setage_num,view_all_num,view_under_18_num,view_under_30_num,view_under_setage_num,msg_all_num,msg_under_18_num,msg_under_30_num,msg_under_setage_num,gift_all_num,gift_under_18_num,gift_under_30_num,gift_under_setage_num,total_day,work_day_rate,weekend_day_rate,avg_early_hour,avg_last_hour
35966,39,0,1,87,400,170,1,,659,68,100,1583,0,84,2,53,12,867,22,527,85,20,2,10,3,32,3,16,3,26,0.731,0.269,4.385,16.423
30858,58,0,1,30,300,10,1,7,620,23,100,1738,0,78,5,29,25,889,29,336,220,87,3,21,30,97,7,26,42,14,0.857,0.143,5.929,17.786
32118,28,0,1,40,100,0,1,43,594,73,62,936,0,148,5,98,16,5052,202,2652,785,217,10,122,34,57,2,40,2,28,0.75,0.25,3.536,22.25
36484,,,0,,,,1,,627,29,110,518,0,33,0,21,1,1431,30,787,99,57,0,38,1,62,0,43,0,22,0.773,0.227,2.136,21.909
21211,26,,2,48,0,0,1,,126,26,90,782,0,94,1,71,4,2431,35,1585,124,112,2,77,6,69,2,52,2,27,0.704,0.296,3.074,19.37
13161,32,,2,85,600,50,1,,30,68,216,145,0,10,0,4,0,126,0,68,15,74,2,36,8,151,0,100,13,0,0,0,0,0
22250,28,,2,6,0,20,1,50,6,29,216,659,0,1,0,0,0,2,0,0,0,2,0,0,0,,,,,0,0,0,0,0
15292,22,0,2,21,200,10,0,,509,30,90,2092,0,26,0,16,0,516,4,305,7,12,0,6,0,11,0,2,0,26,0.808,0.192,6.154,21.654
36005,,,1,,,,1,,602,68,100,323,0,47,2,32,4,4840,191,2847,520,113,3,67,9,117,2,67,12,26,0.654,0.346,1.538,22.538
27290,28,0,2,78,400,0,1,7,885,68,216,584,0,168,1,105,5,5207,115,3060,462,174,10,101,19,105,5,58,12,29,0.724,0.276,3.483,21.69
25154,27,0,2,15,0,30,0,7,409,59,100,1880,0,13,0,5,4,37,0,17,12,6,0,3,1,9,0,2,5,0,0,0,0,0
9676,42,0,2,22,900,20,1,,617,66,216,554,0,48,2,26,3,1611,86,847,278,69,3,34,9,52,3,26,4,9,0.667,0.333,3.778,20.556
12204,32,,1,17,200,0,1,,1533,30,90,592,0,3,0,2,0,55,2,30,5,12,0,7,1,9,0,4,0,14,0.786,0.214,15.5,20.5
13111,19,0,2,6,300,0,1,,598,29,216,1859,0,4,0,2,0,944,32,604,84,40,0,28,1,9,0,7,0,19,0.842,0.158,8.316,14.158
36802,25,0,2,53,500,90,0,,2138,106,90,782,0,19,0,15,0,1316,29,922,51,27,1,19,2,28,0,20,2,33,0.727,0.273,7.394,19.636
37008,29,0,1,53,700,10,1,,603,23,216,1608,0,75,1,55,1,3747,112,2414,255,243,6,178,11,129,2,96,5,25,0.6,0.4,0.64,22.76
15943,58,1,1,32,400,0,1,,247,68,62,464,0,203,8,103,34,617,19,265,135,63,3,19,20,33,1,9,15,11,0.545,0.455,10.818,17.909
35111,22,,2,14,100,40,1,,250,62,216,1158,0,136,3,53,35,4620,90,2869,405,184,2,110,20,122,1,75,16,24,0.667,0.333,4.833,20.917
15366,,,2,,,,0,43,1453,106,90,2135,0,57,0,38,1,522,9,348,19,48,0,34,1,30,0,18,1,17,0.706,0.294,5,8
27433,34,,1,15,400,10,1,,347,29,110,1044,0,50,3,29,5,565,9,329,21,31,2,14,4,39,1,19,6,22,0.682,0.318,10.136,18
12093,20,0,1,64,900,0,1,7,628,23,110,756,0,160,9,109,14,4040,174,2571,394,373,16,256,30,170,7,123,15,21,0.667,0.333,10.476,19.333
18629,18,0,2,37,300,0,1,,584,68,40,1744,0,69,2,49,1,4755,104,3047,317,110,3,75,4,53,0,37,0,23,0.826,0.174,4.304,20.391
31189,28,0,2,71,500,90,1,,504,106,90,782,0,54,0,33,4,1185,25,661,93,117,0,68,10,79,1,40,10,33,0.667,0.333,1.788,22.455
17920,35,,1,9,0,0,1,7,242,73,216,962,0,30,1,12,7,3700,216,1604,821,46,5,18,9,36,3,19,4,23,0.609,0.391,9.696,20.652
16607,60,,1,29,900,0,1,7,203,30,47,2098,1,45,0,22,7,2094,86,1142,321,63,0,30,8,61,2,34,10,7,0.571,0.429,1.714,21.286
27781,19,,1,58,300,10,0,7,263,9,90,772,0,166,6,109,23,4486,169,2606,683,242,10,144,33,193,7,113,24,30,0.667,0.333,2.833,21.6
36046,20,0,1,72,100,0,1,7,403,68,62,342,0,163,0,114,6,3330,89,2086,313,86,1,55,11,189,1,129,18,4,0.75,0.25,19.25,19.5
32495,43,,2,12,500,0,1,,106,29,62,1321,0,26,2,12,8,589,22,316,99,33,3,16,8,21,0,12,4,3,1,0,8.667,20
30050,29,0,2,71,600,0,1,44,2557,68,216,1462,0,44,0,22,1,1532,31,779,187,89,2,43,7,79,1,42,11,26,0.808,0.192,5.846,22
15380,44,1,1,1,600,0,0,43,265,29,100,845,1,1,0,0,1,2,0,0,1,2,0,0,2,1,0,0,1,1,0,0.999,0,22
34062,42,,1,67,800,0,1,,241,68,110,278,1,32,0,13,1,248,9,110,48,27,0,10,4,35,0,24,5,26,0.808,0.192,3.846,20.692
7753,50,0,1,40,900,0,1,,561,68,62,938,0,124,2,37,37,1933,129,699,522,326,19,87,96,92,4,28,25,32,0.594,0.406,4.563,19.719
17597,23,0,1,76,800,60,1,43,609,106,90,83,0,222,2,152,11,10300,271,6509,854,335,10,230,21,210,2,144,15,25,0.64,0.36,0.84,22.2
21014,29,0,1,69,300,40,1,43,713,68,62,2272,0,18,0,11,0,2023,43,1306,143,34,0,21,0,27,0,17,0,24,0.708,0.292,3.75,22.5
18124,23,0,2,46,0,70,0,,240,9,90,782,0,55,2,23,10,1426,48,742,218,72,1,29,19,69,1,28,22,33,0.697,0.303,8.636,19.182
36679,26,0,1,73,800,0,1,43,645,68,216,1847,0,142,6,95,19,6462,179,3775,807,193,7,115,27,158,2,89,18,27,0.852,0.148,2.593,22.593
28888,35,,2,97,500,460,1,43,437,68,100,1508,0,37,2,24,6,902,24,476,145,117,9,58,24,242,7,118,57,28,0.679,0.321,3.071,21.286
17484,35,,2,71,900,0,1,,185,68,216,460,0,111,7,54,18,956,33,523,108,95,3,44,8,72,2,42,7,32,0.719,0.281,3.813,20.844
16641,24,0,1,31,800,500,0,,561,9,90,2279,0,7,0,6,0,1886,80,1079,250,12,2,6,3,142,5,90,25,25,0.6,0.4,11.6,16.12
16560,32,,1,67,0,0,1,7,110,68,62,1417,0,121,2,51,36,2196,60,1201,354,163,4,74,44,126,2,65,32,27,0.667,0.333,1.926,22.778
28471,21,0,2,73,400,10,1,43,286,68,110,1741,0,76,2,57,3,2038,56,1234,242,147,1,107,5,197,3,132,13,27,0.667,0.333,3.037,19.111
29887,20,0,2,18,700,60,0,,624,29,100,1126,0,14,0,3,1,3022,44,1754,149,10,0,2,0,8,0,0,0,26,0.692,0.308,8.538,19.385
34481,25,0,1,57,700,0,1,43,725,73,216,2246,0,55,1,41,2,1459,33,810,137,76,0,37,6,96,0,51,2,31,0.645,0.355,2.968,22.258
15574,24,0,1,18,300,30,1,12,645,68,100,1801,0,32,0,17,5,332,16,184,37,32,2,11,4,85,2,39,5,29,0.793,0.207,6.103,21.414
30940,40,,2,80,900,140,1,,113,73,100,2000,0,4,0,1,0,31,0,6,1,4,0,0,0,14,0,2,0,20,0.6,0.4,5.55,15.45
12144,44,1,2,49,700,10,1,,224,73,62,1314,,268,11,53,122,4003,200,826,1839,307,14,38,149,124,6,16,60,27,0.63,0.37,14.111,20.481
27650,38,,2,50,500,0,1,,182,68,100,38,0,415,15,139,106,5490,189,2174,1446,361,16,106,94,89,1,33,25,23,0.739,0.261,6.304,20.261
16929,30,0,1,46,500,110,0,,849,106,90,1610,0,69,0,50,1,825,23,533,49,153,6,98,18,59,1,35,3,13,0.692,0.308,4.615,16.615
18076,27,0,1,63,700,10,1,37,639,73,216,1562,0,17,0,13,1,4175,79,2664,261,56,0,39,2,119,1,65,10,26,0.769,0.231,5.346,20.577
19483,43,1,1,71,600,0,1,,429,68,100,1126,0,174,1,87,27,1888,91,948,343,247,9,98,57,392,19,242,69,27,0.741,0.259,5.704,21.63
23563,21,0,1,72,0,440,1,7,586,68,216,1625,0,30,2,16,10,740,39,298,190,79,6,29,21,33,1,10,11,39,0.718,0.282,2.846,22.077
33550,29,0,2,80,600,0,1,43,515,68,100,903,0,74,2,46,9,1467,44,854,158,115,3,62,10,80,1,46,12,36,0.778,0.222,1.639,21.694
16727,29,0,1,71,300,0,0,,287,68,110,1044,0,35,1,22,1,3823,76,2350,341,125,1,85,8,144,1,95,13,23,0.609,0.391,0.696,22.739
28879,28,,1,50,800,10,1,20,29,30,49,443,0,8,0,1,0,73,4,21,13,25,2,5,3,32,0,15,10,11,0.909,0.091,8.455,20.636
32994,21,0,1,23,100,0,1,,751,29,62,1398,0,24,0,12,1,722,25,466,38,44,0,34,1,18,0,14,0,19,0.789,0.211,7.105,16.632
10882,30,,1,15,0,40,0,,467,30,90,782,0,43,1,25,2,879,24,410,105,52,0,21,5,32,0,12,2,30,0.733,0.267,4.733,20.5
21022,36,0,2,81,0,10,1,7,658,68,110,1060,0,91,2,52,5,2541,59,1478,264,371,13,206,44,234,5,123,35,30,0.833,0.167,3.267,21.7
25623,42,,2,27,700,0,1,,529,29,110,786,0,212,14,74,64,3022,123,1355,622,155,13,57,45,64,2,21,21,16,0.875,0.125,9.313,17.813
33494,57,1,2,6,600,220,1,7,343,23,216,85,1,27,3,11,12,50,3,12,16,18,3,7,11,15,2,5,6,4,1,0,16,16
18687,31,0,1,64,400,0,1,7,489,68,62,841,0,114,5,59,18,516,14,250,90,68,4,42,10,52,1,33,4,15,0.733,0.267,6.067,20.933
19000,26,0,1,72,400,10,1,43,122,106,90,782,0,61,7,27,11,973,48,401,226,120,7,35,28,90,6,33,24,25,0.76,0.24,2.68,20
32206,,,2,,,,1,,619,73,216,436,0,124,2,79,7,14106,370,8046,1591,573,20,294,102,206,9,112,26,30,0.733,0.267,1.4,22.033
36690,34,1,2,52,300,10,1,,424,106,90,327,0,5,0,1,0,1377,37,781,101,85,1,37,3,102,2,57,5,29,0.759,0.241,1.655,22.379
27449,35,,2,28,300,190,1,,131,68,216,198,0,18,0,9,0,212,1,124,8,38,0,19,1,35,0,18,0,13,0.769,0.231,7.308,12.846
33631,48,,2,71,200,0,1,,170,68,216,212,0,98,3,40,23,4272,114,2479,511,65,2,36,8,33,1,14,6,30,0.633,0.367,8.233,20.333
29951,19,0,1,45,0,0,1,12,312,68,216,744,0,30,0,14,6,2686,124,1519,346,87,4,30,17,62,2,24,11,36,0.722,0.278,3.139,21.333
23343,21,,1,9,700,0,1,,219,78,100,1126,0,47,1,37,1,787,17,498,54,43,1,32,1,65,0,41,0,25,0.76,0.24,4.96,18.64
14400,19,,2,69,900,0,1,,188,68,62,2084,0,287,8,188,17,4342,135,2619,439,528,16,336,40,189,10,125,17,15,0.667,0.333,5.467,22.267
23557,20,0,2,72,0,20,1,7,580,68,62,1478,0,1,0,0,0,1142,15,698,62,60,1,29,6,45,2,24,4,30,0.867,0.133,1.167,22.5
30809,71,1,2,209,300,0,1,7,431,23,62,687,,57,0,22,8,608,25,252,125,68,2,16,14,26,1,8,8,16,0.75,0.25,8.313,19
12676,29,0,2,71,600,430,1,,1839,106,90,1610,0,83,1,57,3,1351,33,774,84,106,4,73,8,78,2,49,11,29,0.724,0.276,0.621,22.517
11150,56,0,0,7,800,0,1,,608,106,90,1407,0,24,1,14,2,230,4,118,30,35,1,17,7,23,1,12,2,18,0.556,0.444,11.889,17.611
28546,26,,2,64,800,0,1,,651,68,62,1447,0,33,0,21,1,1007,35,617,76,46,1,29,3,46,1,27,2,8,0.75,0.25,11.25,19.875
27132,22,0,2,40,500,0,0,,729,68,100,1761,0,25,2,15,3,1698,56,996,227,83,5,51,6,37,2,27,1,31,0.548,0.452,5.839,19.419
20678,24,0,1,13,100,0,1,43,616,30,90,2279,0,67,1,43,6,506,8,283,47,23,1,14,0,29,1,15,3,25,0.8,0.2,6.24,19.84
25961,24,0,2,64,900,0,1,,730,106,90,83,0,62,1,46,1,2630,101,1576,226,222,8,151,12,160,7,104,12,27,0.741,0.259,2.815,18.741
34994,26,0,2,72,100,0,1,43,713,68,62,1756,0,848,21,542,73,5062,181,2821,764,456,12,251,62,166,5,96,22,22,0.727,0.273,3.818,20.955
14901,18,0,2,81,400,10,1,,809,68,62,2269,0,127,11,67,33,3541,158,1897,482,442,36,142,123,172,19,63,49,25,0.76,0.24,1.32,21.16
18932,29,0,1,70,400,0,1,7,327,9,90,1444,0,97,1,53,2,8199,158,4788,660,186,1,90,9,149,1,81,5,34,0.765,0.235,2.353,20.265
31828,27,,1,25,100,10,1,,264,68,216,1772,0,282,13,199,22,4534,125,2718,430,451,18,282,47,174,9,120,20,27,0.667,0.333,3.074,22.222
24722,29,,1,69,200,0,1,7,107,68,62,719,0,66,1,36,10,2239,94,1163,387,122,3,66,19,95,4,55,11,21,0.667,0.333,2.19,22.476
14555,29,,2,10,700,0,1,,235,73,216,1462,0,44,0,32,0,1547,20,1027,65,51,0,37,0,31,0,22,0,40,0.7,0.3,4.2,20.525
30112,25,0,1,52,600,10,0,43,543,30,62,658,0,31,2,9,7,1148,66,452,241,80,6,36,14,54,2,23,11,32,0.812,0.187,8.063,21.531
25000,,,2,,,,0,,611,78,100,1006,0,193,9,97,32,2825,144,1547,455,257,8,132,48,227,8,115,42,22,0.682,0.318,1.045,21.227
14748,19,0,2,67,100,10,1,7,624,68,40,490,0,101,4,66,10,1967,74,1265,190,144,5,88,17,121,5,80,10,28,0.607,0.393,1.429,22.179
11795,54,0,1,8,100,0,1,7,1250,30,90,348,1,49,6,22,20,380,16,150,73,70,7,22,24,22,2,11,7,21,0.762,0.238,10.714,20.571
18709,32,0,2,14,300,100,0,43,609,26,90,782,0,1,0,1,1,182,3,98,6,17,0,7,1,11,0,3,0,29,0.828,0.172,6.828,21.724
20911,27,0,2,36,900,0,1,,440,68,100,1801,0,63,0,30,1,2029,37,1140,157,85,1,51,2,122,1,60,7,29,0.828,0.172,6.862,21.621
23356,19,,1,10,700,30,0,,203,30,90,2135,0,78,1,43,6,1797,77,1137,171,95,3,59,8,78,2,47,6,29,0.759,0.241,4.793,20.69
24702,35,1,2,40,600,0,1,,542,29,62,2212,1,111,4,35,43,1932,73,611,583,174,6,38,73,61,2,14,25,8,0.75,0.25,6.125,19.125
17430,30,0,1,78,200,40,1,43,690,106,90,327,0,98,7,65,14,1000,27,536,173,170,7,97,38,181,6,98,43,7,0.571,0.429,2,17.714
26713,30,0,1,96,300,120,0,,367,26,90,1610,0,175,2,87,22,1645,47,736,292,136,2,53,26,226,6,108,34,32,0.75,0.25,5.969,20.875
24001,38,0,1,79,700,160,1,43,769,68,216,198,0,82,3,28,20,2308,82,1098,417,145,2,58,27,157,3,72,26,25,0.8,0.2,0.8,22.72
27880,26,,2,71,0,60,1,,190,68,216,1625,0,134,2,78,10,1310,32,745,144,40,3,20,10,9,1,4,1,36,0.722,0.278,3.111,22.167
27459,19,1,1,64,800,0,1,,402,30,90,772,0,224,10,113,47,9185,430,4947,1500,357,27,169,76,239,17,147,37,28,0.714,0.286,5.429,21.071
34331,29,,1,47,100,210,0,43,274,68,62,1248,0,9,0,2,0,792,23,330,175,32,0,14,7,28,0,13,6,25,0.84,0.16,6.4,18
26954,21,0,2,68,100,10,1,7,377,68,62,254,0,143,8,91,15,2145,100,1206,279,239,13,130,45,179,13,86,43,16,0.625,0.375,4.813,21.5
18633,37,,2,36,400,10,1,43,1439,73,62,2272,0,106,2,49,19,3249,84,1735,455,212,6,89,42,169,5,69,47,33,0.758,0.242,3.121,21.364
11215,33,,2,18,0,10,1,43,746,68,219,2177,0,13,0,9,1,3135,61,1895,242,63,0,37,3,34,0,18,2,30,0.733,0.267,2.167,21.4
22349,23,,1,74,500,0,1,7,106,73,100,1006,0,183,8,82,42,5387,260,1982,1618,268,12,96,75,164,6,69,39,22,0.864,0.136,4.636,20.909
22644,19,0,2,67,500,0,1,7,311,73,110,1827,0,65,1,40,1,1524,42,869,162,265,8,163,22,85,4,56,6,33,0.788,0.212,1.212,22.242
28204,29,0,2,82,700,40,1,43,322,68,216,1625,0,84,0,51,10,1329,44,773,154,135,4,76,21,44,1,23,7,34,0.676,0.324,1.353,22.676
14640,,,1,,,,1,,638,26,90,1892,0,50,4,34,6,989,78,497,162,89,6,35,21,80,3,37,12,32,0.781,0.219,3.844,22.75
13620,26,0,2,56,100,0,1,,628,68,62,1039,0,116,2,81,11,956,26,616,71,145,2,105,8,74,1,51,4,31,0.677,0.323,4.806,21.387
10988,28,0,1,28,900,0,1,7,462,29,216,1340,0,22,0,8,6,788,20,350,106,38,0,14,7,82,2,43,7,27,0.704,0.296,5.926,20.074
17474,28,0,1,21,500,0,1,7,665,99,90,782,0,24,1,18,2,825,15,466,56,51,1,30,0,41,1,17,3,29,0.586,0.414,0.897,22.345
9941,28,0,2,50,600,60,0,7,325,23,100,1114,0,10,0,8,2,2380,85,1168,442,39,0,28,2,48,0,30,2,29,0.69,0.31,1.172,22.828
17075,28,,2,60,800,20,1,,288,106,90,1610,0,53,1,38,0,846,21,534,60,102,1,69,5,124,1,80,9,20,0.75,0.25,5.2,17.7
