id,real_age,user_setage,gender,playcard_level,playcard_point,playcard_coupon_num,is_push_open,utm_channel,signup_day,app_version,manufacturer,model,label,add_all_num,add_under_18_num,add_under_30_num,add_under_setage_num,view_all_num,view_under_18_num,view_under_30_num,view_under_setage_num,msg_all_num,msg_under_18_num,msg_under_30_num,msg_under_setage_num,gift_all_num,gift_under_18_num,gift_under_30_num,gift_under_setage_num
9934,21,,2,44,900,0,1,,157,73,216,1242,1,110,1,75,8,2364,89,1310,371,100,4,65,9,45,3,19,11
7875,,,1,,,,0,43,918,106,90,782,1,88,2,53,9,112,2,56,9,7,0,5,0,3,0,2,0
3008,47,1,2,2,200,70,1,43,292,68,216,1462,1,15,0,2,4,19,1,5,8,3,0,2,0,2,0,2,0
35604,50,1,1,54,100,0,1,43,693,68,110,1180,1,133,10,54,31,1982,93,715,607,185,12,38,79,24,1,8,4
35256,37,0,2,36,200,0,1,7,717,73,100,365,1,166,13,52,57,6559,316,2411,1873,236,15,56,94,89,2,14,44
21962,,,1,,,,1,,684,68,216,1804,1,117,5,46,23,1261,69,408,405,214,11,69,70,189,8,67,62
11700,56,0,2,69,200,0,1,43,495,106,90,1610,1,139,4,78,7,3264,57,2152,144,177,3,111,8,180,4,111,14
13860,61,,2,10,400,0,1,,18,23,62,1478,1,7,1,2,3,2,0,0,0,1,0,0,0,1,0,0,0
34201,38,,1,7,700,0,0,,90,106,90,1407,1,3,1,2,1,34,2,21,2,5,1,3,1,7,0,3,0
26111,30,1,1,58,100,10,1,,811,41,216,1473,1,31,0,14,6,2608,83,1750,165,33,1,25,3,12,0,8,1
4137,34,1,2,11,700,20,1,43,509,29,216,1548,1,17,0,1,5,58,2,12,14,18,0,2,6,26,0,3,7
29896,21,0,1,67,400,0,1,43,181,68,216,1151,1,362,15,195,54,6390,281,3026,1313,250,15,117,48,273,14,132,55
1384,61,1,2,12,300,490,1,,331,29,62,2272,1,106,2,24,16,934,31,272,192,160,2,39,30,349,8,69,72
14811,47,1,1,28,600,10,1,7,137,23,62,658,1,130,8,47,36,884,47,284,267,141,7,32,50,79,1,13,24
9038,58,0,2,30,0,0,1,7,635,29,62,464,1,11,0,4,0,1053,127,591,135,87,16,44,11,48,6,24,5
25314,20,0,2,35,400,30,0,43,272,30,90,1610,1,143,5,103,6,3672,80,2093,448,216,10,112,43,197,6,103,41
22597,46,0,1,5,500,20,1,,522,29,219,1749,1,10,0,1,5,264,13,57,89,49,3,7,16,8,0,0,3
25552,65,0,1,66,100,10,1,7,313,68,216,454,1,220,10,135,27,6695,252,3792,976,401,18,233,62,135,6,70,29
3136,69,1,2,40,800,20,1,,412,26,90,1077,1,119,7,53,29,6995,323,3433,1274,306,13,134,66,203,6,79,49
6209,40,1,2,62,800,0,1,,503,68,216,1876,1,165,12,70,51,5497,244,2149,1426,141,14,46,56,51,4,10,20
28847,32,0,1,67,100,0,1,,309,23,100,2016,1,238,11,65,86,5040,257,1933,1318,401,35,100,147,143,6,39,55
33653,18,0,2,21,100,410,1,43,146,106,90,237,1,41,2,30,3,3132,160,1808,420,75,4,48,8,283,12,170,35
12158,21,1,2,34,0,0,1,,597,29,62,550,1,1242,47,739,122,6498,240,3163,1171,2245,131,900,534,278,7,118,61
18216,,,2,,,,,,1495,106,90,782,1,74,6,41,12,5762,335,2880,1011,180,11,99,28,257,11,135,33
31877,42,0,1,110,200,10,1,,269,68,216,436,1,47,2,18,5,602,11,268,65,35,1,10,3,20,0,6,1
25473,18,,1,10,100,10,1,,109,64,62,1970,1,5,0,2,0,26,0,11,5,7,0,3,1,7,0,2,1
32023,47,,2,32,800,10,1,14,72,73,62,2036,1,67,7,13,31,1166,72,250,491,133,8,21,67,132,6,20,76
30915,64,0,2,60,0,90,0,,444,68,110,1255,1,49,1,35,1,3154,51,1970,168,90,1,57,3,69,1,48,1
476,39,0,1,15,500,0,1,7,154,66,62,2036,1,99,3,54,10,2155,89,679,627,142,10,25,44,66,4,18,21
9573,69,1,1,7,100,0,1,,582,30,90,83,1,11,0,6,0,63,1,30,12,15,0,7,0,5,0,1,0
5589,43,0,2,88,600,0,1,37,471,62,216,955,1,113,2,25,45,1155,48,317,385,147,6,34,52,99,3,18,41
19453,21,,2,14,500,0,1,,154,30,216,1063,1,134,1,91,2,5595,85,3748,315,208,6,144,15,104,4,73,4
19311,60,1,1,7,400,210,1,,538,29,216,202,1,10,0,1,6,689,21,254,51,11,1,4,5,34,0,12,3
21872,45,1,1,71,500,0,1,,628,68,100,1896,1,257,18,147,26,6050,483,3340,853,909,100,438,153,138,19,87,22
12087,62,0,1,18,100,0,1,,252,62,216,260,1,183,6,75,43,2388,93,853,686,207,10,71,69,79,6,30,20
2890,32,,2,101,200,0,0,,382,68,216,1704,1,26,0,15,0,1154,28,710,93,64,0,38,0,78,0,46,2
29044,47,0,2,4,900,520,1,14,42,29,62,527,1,84,3,24,15,1194,38,341,224,72,3,15,21,137,7,33,23
27303,39,1,2,13,300,0,1,,632,68,62,573,1,4,0,1,3,50,2,17,9,12,1,2,6,2,1,1,1
11644,30,1,2,21,900,10,1,12,260,68,216,1462,1,19,3,5,10,189,14,60,62,18,1,3,9,12,2,3,2
7635,51,,2,10,800,0,0,,69,29,100,1974,1,317,18,149,60,2355,118,1092,473,179,12,69,41,224,13,110,39
21391,20,1,1,54,300,0,1,7,628,68,222,2040,1,105,4,64,12,1986,109,759,558,73,7,26,24,32,5,15,11
24795,49,,1,32,700,0,1,,584,68,216,1973,1,75,3,29,13,155,11,46,55,36,4,10,13,9,1,2,6
26772,60,1,2,27,900,0,1,50,43,29,216,614,1,73,3,23,26,1075,55,280,452,127,12,26,60,90,5,11,57
3999,64,0,1,45,300,10,1,,638,23,62,931,1,252,14,118,60,12053,472,5931,2297,208,13,83,61,63,3,34,9
26468,23,1,2,19,400,0,0,43,641,78,100,1372,1,41,4,12,11,444,17,142,146,62,3,16,21,137,3,30,53
22032,69,0,2,32,700,0,1,43,664,73,100,622,1,28,0,17,3,807,40,460,100,68,1,43,4,17,2,7,4
32035,29,0,2,11,300,0,0,43,784,66,100,1851,1,79,1,49,3,2623,92,1572,275,181,3,110,7,92,3,56,5
6161,54,0,2,54,600,10,1,7,604,23,62,2036,1,33,2,19,1,2053,40,1365,123,53,2,36,3,43,1,30,2
22813,22,0,2,20,100,10,1,,568,73,62,1016,1,156,14,103,17,9950,564,5047,1807,142,13,86,22,222,17,136,26
2847,68,1,1,24,700,70,1,,179,29,100,845,1,246,4,115,54,2312,82,1024,557,194,6,63,56,165,4,52,46
29469,27,0,2,93,500,0,0,,672,68,216,959,1,29,2,19,6,1201,41,644,157,66,3,37,7,65,2,26,11
8517,25,1,1,61,600,0,1,,611,68,110,1247,1,181,12,62,69,2069,106,471,876,151,6,17,80,86,5,11,51
8309,69,,2,67,900,0,1,43,79,68,216,1608,1,136,14,31,52,1926,150,461,790,303,24,51,134,99,8,16,46
5109,38,0,2,10,500,0,1,,536,78,99,2106,1,71,3,31,19,634,26,338,100,76,1,35,20,47,2,29,10
13327,45,0,1,27,100,10,1,48,534,29,62,2269,1,57,2,39,2,2031,136,1147,297,84,6,43,10,29,1,20,2
32946,48,0,2,23,600,0,1,43,501,66,62,2036,1,22,0,7,10,845,33,232,294,51,1,8,17,62,0,8,23
16764,25,0,1,44,900,0,1,,1413,106,90,592,1,24,1,16,2,1813,31,1086,169,74,2,40,3,79,2,42,5
4732,54,0,1,50,400,0,1,43,564,106,90,782,1,231,11,127,38,2993,132,1602,492,200,11,93,42,200,7,90,42
25322,39,,1,26,100,0,1,,16,73,62,1016,1,13,2,7,3,413,18,202,94,26,2,7,8,12,1,5,4
30446,40,1,2,15,400,0,1,43,137,29,62,1111,1,151,4,47,40,2764,64,1041,599,243,6,52,72,37,0,6,14
13836,50,1,2,29,400,0,1,,1465,39,110,121,1,3,0,1,0,320,72,182,66,129,35,85,28,8,2,5,2
22324,55,0,2,72,500,0,1,7,282,68,62,242,1,151,6,98,11,4474,149,2681,540,201,10,125,25,163,8,105,26
33103,31,0,1,13,0,0,1,,373,29,62,1870,1,112,2,38,28,2263,102,824,623,160,3,36,50,110,4,24,51
25527,68,1,2,64,800,10,1,,1629,106,90,782,1,136,1,76,6,9963,410,4863,1771,313,29,141,71,126,12,68,24
23667,39,0,2,22,400,0,1,,622,66,110,1723,1,24,1,12,5,1005,51,587,141,218,13,54,90,64,2,33,10
10966,36,,2,40,0,20,1,,390,29,62,791,1,96,3,27,27,926,43,302,277,160,7,45,62,89,5,24,33
8579,64,0,1,57,300,0,1,7,61,68,100,727,1,72,4,35,21,572,33,183,210,100,8,28,41,103,3,24,43
7323,46,0,2,38,900,0,1,,429,106,90,1146,1,8,0,2,0,1489,21,842,104,54,0,28,4,101,0,50,13
6304,41,0,1,11,400,30,1,7,603,78,216,1462,1,25,6,14,8,489,66,276,87,45,8,24,11,19,2,6,3
31409,21,,2,64,200,10,1,43,309,68,62,1541,1,119,0,64,1,5077,68,3102,436,312,3,172,23,428,9,223,59
14863,53,,1,44,600,0,0,7,22,68,100,1813,1,33,1,14,9,462,34,185,133,44,4,17,9,77,5,25,22
21785,51,1,2,141,200,10,1,7,330,68,62,815,1,98,6,24,39,882,35,208,322,164,10,31,65,76,5,17,31
13736,57,0,2,25,900,0,1,7,390,73,62,1541,1,18,2,9,2,2187,64,1420,150,92,1,63,3,63,3,44,2
15719,36,1,2,10,500,0,1,,35,29,62,775,1,64,4,24,12,1381,107,512,235,49,4,14,11,97,6,32,20
3393,59,1,2,7,100,0,1,7,616,68,62,1371,1,2,0,2,2,105,8,38,18,6,1,3,3,5,0,1,1
8031,33,,1,71,0,0,1,27,430,9,216,1973,1,74,1,42,8,4893,95,2986,391,125,2,73,12,87,0,42,8
27105,58,0,2,52,900,0,1,20,1043,9,90,2279,1,87,3,65,4,3571,126,2421,226,125,4,95,3,77,3,61,3
30190,65,1,2,62,500,30,1,,108,68,100,845,1,107,3,50,21,4004,163,1773,861,194,7,57,59,147,9,56,44
6417,39,1,2,98,900,30,1,43,388,30,90,83,1,165,9,67,46,6623,284,2381,2077,280,14,111,77,127,3,28,64
8278,57,1,2,14,300,0,0,,546,62,216,962,1,138,13,65,26,3862,213,1654,809,158,13,60,40,110,10,45,27
28726,68,0,2,71,0,0,1,3,174,23,100,845,1,111,7,50,21,2842,152,1496,488,145,6,72,22,114,11,59,15
2656,63,,1,34,400,0,1,7,33,29,62,335,1,46,0,7,15,239,10,59,73,73,3,10,29,27,1,6,11
4618,34,0,2,48,600,0,0,7,511,73,216,962,1,173,9,60,46,4282,155,1679,1140,221,11,55,63,80,2,11,26
22933,48,0,1,9,800,0,1,,295,29,219,1749,1,119,7,40,31,573,34,174,181,166,7,31,67,114,5,21,48
27073,37,,2,12,0,0,0,,546,26,90,2279,1,552,65,122,216,3529,302,946,1243,1000,138,237,404,90,12,16,40
6440,29,1,1,22,900,0,1,,646,66,62,1321,1,109,6,59,16,3054,246,1445,580,230,28,107,46,126,14,56,31
23452,48,1,2,80,100,0,1,,1557,68,216,584,1,127,2,61,15,4723,343,2264,947,260,41,150,60,254,22,142,52
34207,,,2,,,,0,,627,68,100,1395,1,24,1,16,2,1753,104,945,262,71,5,37,12,62,4,45,9
36454,43,,2,18,500,0,1,14,43,68,62,1239,1,19,1,7,4,217,4,95,48,4,0,1,3,10,0,4,6
26978,35,0,1,37,700,0,1,7,625,23,216,2090,1,58,0,37,3,1069,23,546,108,57,0,26,4,58,0,25,8
2126,25,0,1,60,100,0,1,,708,106,90,83,0,54,3,38,1,1137,42,785,47,135,5,89,5,48,1,31,2
33525,21,0,2,66,400,10,1,,2055,68,100,38,0,33,0,17,0,1865,26,1255,106,55,0,35,3,113,3,74,12
30333,23,0,1,48,200,180,1,43,632,73,202,1802,0,46,1,27,1,688,18,426,43,46,2,30,1,77,2,46,7
5103,29,0,2,66,800,0,1,43,644,106,90,1277,0,25,0,17,1,2550,26,1535,130,96,2,67,3,109,1,68,4
10854,54,,1,9,300,0,1,7,301,29,100,845,0,71,3,48,4,797,11,496,60,114,1,73,5,88,1,50,10
11535,68,,2,30,900,10,1,,96,106,90,702,0,125,7,73,6,471,12,256,48,113,4,64,6,36,3,19,3
3724,31,0,2,61,200,0,1,,594,106,90,327,0,9,0,5,0,247,4,164,10,30,0,22,0,1357,39,974,114
29594,34,0,1,53,900,40,1,43,678,88,90,702,0,17,0,10,0,968,10,521,67,19,0,7,0,18,0,6,1
941,20,1,2,88,900,0,1,,378,106,90,592,0,88,1,43,8,5632,139,3074,677,179,4,83,29,239,3,107,34
12171,28,0,2,62,300,80,1,,892,10,90,1892,0,181,2,115,2,10435,171,6676,520,353,6,250,11,148,1,100,5
29699,,,2,,,,1,,1762,106,90,2092,0,27,0,13,7,1061,19,655,68,109,2,67,17,98,2,60,15
32619,27,,1,68,200,410,0,7,190,68,62,1924,0,44,1,19,8,1822,58,796,386,78,2,31,14,107,2,44,26
32980,19,0,2,21,200,90,1,,274,106,90,237,0,31,1,24,1,1344,65,805,141,13,0,6,0,42,1,31,3
33260,18,0,2,62,300,30,1,43,710,73,3,1523,0,172,5,117,10,5628,164,3297,692,526,11,334,38,443,10,265,58
34226,35,0,1,16,300,0,0,,513,9,90,303,0,8,0,6,0,790,21,425,92,17,1,11,1,9,0,5,0
23604,18,,1,51,0,20,1,,445,68,62,1008,0,422,6,316,22,16133,739,10112,1891,363,22,250,32,72,3,39,5
11326,24,0,2,75,200,0,1,,651,68,216,1670,0,20,3,14,0,2422,74,1551,237,125,3,90,13,97,2,70,11
19451,50,0,2,69,100,20,1,7,779,68,100,845,0,172,2,92,15,2544,145,1436,325,250,15,133,37,123,10,71,13
26291,27,0,1,15,500,0,0,43,666,78,62,1039,0,21,1,17,1,701,11,375,69,52,1,29,9,67,2,39,9
16705,61,,2,51,400,110,0,7,44,64,100,845,0,159,8,64,39,1922,72,756,491,236,14,79,70,77,2,24,26
644,21,,1,73,0,0,1,7,97,68,216,1876,0,448,3,277,36,5199,127,3041,590,516,8,284,70,279,4,163,34
1656,26,0,1,65,500,0,1,,643,68,100,1006,0,125,0,92,9,3694,79,2124,456,186,2,127,16,176,3,101,25
8383,42,0,2,44,200,0,1,,241,73,100,1206,0,149,5,61,44,1576,70,619,368,146,9,56,36,113,7,32,42
20280,27,0,1,82,800,10,1,,553,68,62,2219,0,120,4,57,25,1729,61,847,298,153,7,59,42,102,6,37,37
9282,25,0,1,37,900,10,1,,572,93,216,932,0,5,0,3,0,1659,31,897,156,81,0,34,4,64,1,27,1
36692,31,0,2,69,800,0,0,12,606,106,90,702,0,119,5,79,15,909,17,515,76,118,4,65,13,96,2,46,12
23158,20,0,1,43,300,40,0,43,647,106,90,592,0,86,5,51,8,2617,99,1455,383,179,10,89,24,296,24,158,46
2711,40,0,2,39,200,10,1,,575,68,216,1340,0,153,4,83,20,2326,104,1289,268,154,9,74,20,61,3,31,5
32701,34,0,1,60,400,10,1,7,611,68,62,136,0,72,3,49,5,1479,35,846,178,170,4,102,21,188,5,102,29
20914,28,,1,8,200,0,1,7,102,29,216,198,0,52,3,38,4,250,19,150,21,29,1,14,0,448,22,288,46
36302,33,,1,20,600,330,1,,229,106,90,1146,0,23,0,6,0,340,5,194,14,56,0,23,2,60,1,32,3
34841,25,0,1,67,0,70,1,7,411,26,90,1892,0,105,2,68,7,2542,58,1385,329,200,4,117,17,187,2,118,26
25463,31,0,2,47,600,0,0,43,574,88,90,83,0,33,0,22,0,1778,28,938,79,68,0,30,0,97,0,41,2
29268,49,,1,40,200,30,0,7,16,73,100,1126,0,34,3,22,6,323,18,166,60,48,4,26,13,67,5,35,16
20191,50,1,2,66,500,0,1,,1883,68,110,2109,0,467,22,234,70,13638,557,6388,2755,808,59,331,187,99,2,33,31
9561,22,0,2,55,700,240,0,,353,26,90,782,0,51,0,34,2,694,8,415,48,107,1,73,7,140,3,93,8
33926,28,,1,64,200,0,1,,134,68,62,791,0,28,0,20,0,399,4,252,37,30,0,17,0,143,1,101,8
23109,20,,2,66,800,0,1,,128,68,110,156,0,235,7,175,17,5204,171,3062,642,323,5,225,26,231,10,151,33
20267,29,0,1,78,800,460,1,43,674,68,100,1023,0,105,2,65,0,3550,60,2194,207,161,2,97,5,110,1,64,3
2731,21,1,1,34,900,0,1,12,194,106,90,2279,0,5,0,3,0,2495,101,1354,426,22,0,14,1,28,1,16,4
10607,21,,2,44,100,0,1,,307,23,216,436,0,32,0,18,5,1093,12,672,57,45,1,36,3,47,2,28,8
32094,31,,2,37,900,0,1,,137,26,90,1782,0,20,0,15,1,1236,16,766,56,179,2,116,7,111,1,68,3
17235,37,0,1,67,100,60,1,,1706,59,100,1006,0,42,1,22,3,3954,97,1893,412,97,3,44,4,100,2,42,3
28775,,,2,,,,1,,646,106,90,782,0,39,2,16,8,1502,79,821,261,163,10,92,31,127,5,64,25
18096,47,0,1,21,700,0,0,,691,23,100,927,0,169,2,43,57,9506,435,4190,2212,207,5,52,69,41,2,19,7
14093,38,0,1,65,400,0,1,7,378,68,100,949,0,450,11,232,80,7847,257,3480,1790,344,12,142,98,73,3,30,29
4493,24,0,1,71,700,40,1,43,582,68,216,460,0,76,1,48,2,2235,72,1271,245,180,10,108,15,195,7,132,11
15140,29,0,1,44,300,270,1,43,624,23,62,1541,0,72,4,50,9,852,29,493,125,75,2,47,14,125,5,82,16
3627,26,0,2,57,500,10,0,,592,106,90,592,0,65,3,41,4,5442,73,3342,293,105,3,64,3,169,8,110,9
35569,,,2,,,,1,,622,68,62,464,0,333,10,209,38,4172,123,2186,642,547,17,277,95,217,7,121,39
4015,32,0,2,66,400,0,1,,613,68,216,1047,0,5,0,4,0,602,9,362,30,30,0,15,0,59,0,32,5
20728,30,0,1,18,800,60,0,3,681,66,100,44,0,8,0,3,1,442,13,220,56,25,1,12,0,15,0,9,0
26382,19,0,1,11,600,40,1,43,371,73,216,726,0,13,0,12,1,2186,109,1109,297,37,1,21,3,54,4,32,10
34545,22,0,1,90,100,80,1,,582,73,100,1508,0,19,0,10,0,342,11,199,35,52,2,29,3,70,0,45,7
33648,18,0,1,67,500,10,1,7,425,73,100,1801,0,224,8,151,15,7080,242,4113,933,204,7,131,20,257,6,143,31
19834,26,0,1,51,100,10,1,43,389,73,62,719,0,23,0,13,1,780,10,461,60,68,2,42,4,141,5,73,27
11996,33,,2,70,500,0,0,,181,68,194,1935,0,185,8,70,40,5797,286,2372,1451,250,11,83,67,84,3,28,17
14791,23,0,1,49,600,10,1,43,490,106,90,1610,0,7,0,5,0,756,29,486,59,55,1,34,4,65,1,44,2
1849,35,,1,34,600,260,0,3,24,29,100,557,0,5,1,4,0,290,1,187,12,7,1,5,0,8,1,2,0
35457,25,,2,29,300,920,0,,256,30,90,947,0,40,1,19,3,979,19,582,58,72,0,34,2,49,0,31,3
