id,real_age,user_setage,playcard_level,label,add_under_setage_num,view_under_30_num,msg_under_30_num,gift_under_30_num,total_day,avg_early_hour,avg_last_hour
24961,0.276315789,1,0.085683297,1,0.044397463,0.005217058,0.002501563,0.000648929,0.166666667,0.438391304,0.786217391
11631,0.236842105,,0.071583514,1,0.046511628,0.136074283,0.011569731,0.018818949,0.375,0.115956522,0.985521739
33817,0.157894737,0,0.05856833,1,0.031712474,0.028239123,0.011257036,0.020116807,0.416666667,0.134782609,0.853608696
13570,0.013157895,0,0.073752711,1,0.021141649,0.238788111,0.027204503,0.095392602,0.416666667,0.066652174,0.971
35735,0.355263158,1,0.050976139,1,0.065539112,0.06605083,0.00750469,0.011031798,0.472222222,0.488478261,0.881086957
30725,0.631578947,1,0.054229935,1,0.10359408,0.012875126,0.004377736,0.012978585,0.013888889,0.434782609,0.826086957
16013,0.105263158,0,0.014099783,1,0.00422833,0.015603312,0.006253909,0.007138222,0,0,0
31738,0.184210526,0,0.073752711,1,0.010570825,0.269516106,0.072232645,0.04412719,0.347222222,0.083478261,0.96
33352,,,,1,0.00422833,0.001100847,0.002501563,0.005840363,0.013888889,0.826086957,0.956521739
8056,0.026315789,,0.062906725,1,0.00845666,0.08194132,0.013133208,0.027903958,0.555555556,0.186956522,0.852173913
26190,0.144736842,,0.014099783,1,0.046511628,0.062078208,0.025953721,0.024659312,0.152777778,0.051391304,0.89326087
8593,0.460526316,,0.026030369,1,0.042283298,0.121380367,0.062226391,0.037637897,0.222222222,0.225565217,0.845130435
11868,0.039473684,,0.046637744,1,0.033826638,0.013449481,0.007191995,0.011680727,0.208333333,0.640565217,0.805782609
13597,0.315789474,,0.0835141,1,0.002114165,0.021203274,0.002188868,0.027903958,0.180555556,0.38126087,0.551826087
24496,0.342105263,,0.069414317,1,0.071881607,0.148135739,0.061601001,0.08890331,0.555555556,0.114130435,0.967391304
25927,0.5,,0.029284165,1,0.010570825,0.038433925,0.013445904,0.00843608,0.138888889,0.304347826,0.982608696
27915,0.184210526,0,0.042299349,1,0.00845666,0.041162112,0.01438399,0.014276444,0.416666667,0.079695652,0.973913043
14362,,,,1,0.078224101,0.106734313,0.029393371,0.020116807,0.277777778,0.136956522,0.97173913
30572,0.171052632,,0.069414317,1,0,0.024266501,0.013445904,0.01752109,0.472222222,0.241695652,0.906652174
27067,0.184210526,0,0.030368764,1,0,0.017230651,0.003126954,0.014276444,0.430555556,0.345,0.695652174
21598,0.236842105,0,0.085683297,1,0.002114165,0.011439238,0.006253909,0.007787151,0.416666667,0.065217391,0.963782609
23153,0.421052632,,0.001084599,1,0,9.57E-05,0.000312695,0.000648929,0.027777778,0.673913043,0.673913043
26922,0.394736842,,0.043383948,1,0.006342495,0.044273202,0.009693558,0.019467878,0.388888889,0.239130435,0.899086957
31313,0.5,,0.010845987,1,0.002114165,0.024601541,0.004377736,0.00908501,0.097222222,0.428565217,0.565217391
35192,0.342105263,0,0.03362256,1,0,0.007083712,0.005628518,0.021414666,0,0,0
15931,0.407894737,,0.073752711,1,0.040169133,0.011726416,0.003126954,0.011680727,0.180555556,0.541826087,0.759217391
31474,0.394736842,0,0.042299349,1,0.002114165,0.013018714,0.010631645,0.014925373,0.083333333,0.260869565,0.898565217
29139,0.657894737,0,0.0835141,1,0.019027484,0.049107357,0.019699812,0.046722907,0.333333333,0.197478261,0.898565217
25617,0.171052632,,0.10845987,1,0.016913319,0.200354186,0.076923077,0.178455548,0.375,0.059565217,0.975826087
33500,0.302631579,1,0.056399132,1,0.057082452,0.03982195,0.008130081,0.013627515,0.388888889,0.451869565,0.847826087
27154,0.065789474,,0.075921909,1,0.006342495,0.054850907,0.013758599,0.0266061,0.361111111,0.138782609,0.984956522
25589,0.236842105,0,0.020607375,1,0.016913319,0.024649404,0.004690432,0,0.180555556,0.250826087,0.598652174
23069,0.092105263,0,0.015184382,1,0.101479915,0.030345092,0.023139462,0.03569111,0.125,0.400956522,0.922695652
11148,0.197368421,,0.010845987,1,0.105708245,0.040827071,0.026266417,0.029201817,0.305555556,0.39526087,0.924913043
30759,0.184210526,1,0.026030369,1,0.038054968,0.065524338,0.038461538,0.075924724,0.305555556,0.282608696,0.81226087
29956,0.434210526,1,0.067245119,1,0.023255814,0.020102427,0.008130081,0.024659312,0.444444444,0.206521739,0.929347826
9935,0.421052632,0,0.035791757,1,0.033826638,0.012109319,0.007191995,0.020765737,0.222222222,0.206521739,0.823347826
34585,0.618421053,0,0.061822126,1,0.012684989,0.115301776,0.047217011,0.06229721,0.444444444,0.110043478,0.930695652
14546,0.592105263,1,0.043383948,1,0.135306554,0.073756761,0.028455285,0.048669695,0.152777778,0.351782609,0.885391304
18170,0.276315789,0,0.054229935,1,0.010570825,0.158713445,0.056285178,0.07073329,0.319444444,0.121,0.846869565
35099,0.434210526,,0.010845987,1,0.002114165,0.020437467,0.001563477,0.005191434,0.138888889,0.260869565,0.92173913
31554,0.526315789,0,0.028199566,1,0.006342495,0.013640932,0.004065041,0.007787151,0.194444444,0.279521739,0.720478261
8704,0.25,1,0.066160521,1,0.141649049,0.019145168,0.009068168,0.023361454,0.25,0.454086957,0.811608696
21408,0.394736842,0,0.065075922,1,0.027484144,0.173407361,0.022201376,0.083711875,0.333333333,0.291652174,0.974652174
21997,0.171052632,1,0.039045553,1,0.059196617,0.10438903,0.022514071,0.042180402,0.458333333,0.231869565,0.961782609
24069,0.618421053,1,0.010845987,1,0.006342495,0.006030728,0.000625391,0.003244646,0.097222222,0.590043478,0.701869565
8754,0.526315789,0,0.013015184,1,0.025369979,0.002823912,0.002501563,0.00908501,0.083333333,0.391304348,0.927521739
15133,0.513157895,0,0.027114967,1,0.016913319,0.093763461,0.017198249,0.059701493,0.388888889,0.085391304,0.989130435
30871,0.368421053,1,0.023861171,1,0,0.035849328,0.004690432,0.011680727,0.083333333,0.304347826,0.644913043
31714,0.552631579,,0.020607375,1,0.016913319,0.001435888,0.000938086,0.000648929,0,0,0
24619,0.565789474,0,0.084598698,1,0.025369979,0.137222993,0.009380863,0.041531473,0.513888889,0.095173913,0.954173913
35655,0.157894737,0,0.007592191,1,0.00422833,0.012922989,0.005628518,0.014925373,0.041666667,0.637695652,0.985521739
9256,0.644736842,,0.050976139,1,0.054968288,0.017661418,0.011569731,0.011031798,0.152777778,0.351782609,0.826086957
36994,0.486842105,1,0.023861171,1,0.046511628,0.045852678,0.010631645,0.005191434,0.208333333,0.527521739,0.637695652
23544,0.368421053,0,0.070498915,1,0.139534884,0.152969894,0.066604128,0.099286178,0.236111111,0.375956522,0.820956522
25624,0.092105263,,0.039045553,1,0,0.025223759,0.01438399,0.031148605,0.027777778,0.152173913,0.652173913
14062,0.25,1,0.029284165,1,0.021141649,0.008040971,0.000938086,0,0.138888889,0.560869565,0.713043478
9583,0.434210526,1,0.011930586,1,0.016913319,0.140142632,0.016885553,0.0266061,0.402777778,0.118434783,0.922043478
12606,0.539473684,1,0.042299349,1,0.082452431,0.089982291,0.023764853,0.033095393,0.361111111,0.369565217,0.81773913
22716,0.039473684,0,0.030368764,1,0.023255814,0.067247403,0.024077548,0.022712524,0.388888889,0.124217391,0.972043478
36115,0.026315789,,0.030368764,1,0.014799154,0.014550328,0.000938086,0.005840363,0.013888889,0.565217391,0.565217391
13713,0.171052632,1,0.00867679,1,0.010570825,0.146891303,0.026266417,0.016872161,0.416666667,0.10726087,0.863782609
8926,0.039473684,1,0.034707158,1,0.031712474,0.106303547,0.021575985,0.007787151,0.208333333,0.379695652,0.90726087
22743,0.210526316,1,0.085683297,1,0.027484144,0.069114057,0.031894934,0.063595068,0.5,0.047086957,0.936
20188,,,,1,0.006342495,0.031828842,0.020325203,0.016872161,0.333333333,0.49273913,0.797086957
28009,0.539473684,0,0.019522777,1,0.006342495,0.006174317,0.001563477,0.003893576,0.041666667,0.608695652,0.637695652
14104,,,,1,0.00422833,0.058440626,0.02876798,0.040882544,0.375,0.170695652,0.938826087
19704,0.394736842,1,0.069414317,1,0.031712474,0.014646054,0.00750469,0.012329656,0.305555556,0.335956522,0.824130435
14783,0.315789474,,0.05856833,1,0.040169133,0.078925956,0.01438399,0.048669695,0.402777778,0.101956522,0.958
31030,0.302631579,1,0.021691974,1,0.033826638,0.022064806,0.006566604,0.011031798,0.152777778,0.462434783,0.837956522
16681,0.210526316,,0.017353579,1,0.014799154,0.001196573,0.000312695,0,0.013888889,0,0
9535,0.105263158,0,0.032537961,1,0.050739958,0.183650026,0.039086929,0.050616483,0.347222222,0.093913043,0.930434783
32912,,,,1,0.010570825,0.045421912,0.018761726,0.034393251,0.416666667,0.133347826,0.986956522
30513,0.289473684,0,0.071583514,1,0.029598309,0.042597999,0.01094434,0.016872161,0.111111111,0.429347826,0.798913043
10028,0.460526316,1,0.006507592,1,0.150105708,0.147226344,0.020012508,0.023361454,0.319444444,0.455565217,0.939521739
10491,0.434210526,,0,1,0.014799154,0.025702388,0.00343965,0.003893576,0.083333333,0.231869565,0.565217391
18740,0.092105263,0,0.087852495,1,0.00422833,0.064040588,0.053158224,0.094094744,0.5,0.008434783,0.996391304
33954,0.618421053,1,0.054229935,1,0.10359408,0.059685062,0.03564728,0.019467878,0.125,0.10626087,0.966173913
11656,0.092105263,,0.04989154,1,0.00422833,0.005504236,0.005315822,0.015574302,0,0,0
31730,0.184210526,1,0.034707158,1,0.021141649,0.024027186,0.00343965,0.054510058,0.097222222,0.441,0.732913043
34590,0.039473684,0,0.034707158,1,0.012684989,0.023548557,0.009068168,0.013627515,0.027777778,0.173913043,1
12525,0.697368421,1,0.066160521,1,0.152219873,0.027569042,0.030644153,0.025957171,0.569444444,0.327695652,0.881217391
20887,0.013157895,0,0.07483731,1,0.014799154,0.165892883,0.045966229,0.074626866,0.388888889,0.052782609,0.992217391
23384,0.223684211,,0.057483731,1,0.00845666,0.063657684,0.020637899,0.030499676,0.458333333,0.119913043,0.959173913
18948,0.105263158,,0.007592191,1,0.016913319,0.001244436,0.001250782,0.003244646,0,0,0
8309,0.671052632,,0.071583514,1,0.109936575,0.022064806,0.015947467,0.010382868,0.180555556,0.073565217,0.959869565
22623,0.447368421,,0.02494577,1,0.023255814,0.004929881,0.000625391,0.000648929,0.027777778,0.391304348,0.717391304
13907,0.460526316,1,0.043383948,1,0.019027484,0.013832384,0.014071295,0.014276444,0.277777778,0.369565217,0.889130435
35397,0.289473684,1,0.013015184,1,0.059196617,0.044273202,0.011257036,0.022712524,0.180555556,0.314391304,0.926434783
25999,0.355263158,,0.055314534,1,0.010570825,0.158186953,0.015009381,0.03504218,0.333333333,0.025347826,0.994565217
30034,0,1,0.041214751,1,0,0.146029771,0.001563477,0.013627515,0.430555556,0.053304348,0.963521739
21214,0.473684211,0,0.070498915,1,0.014799154,0.329009716,0.020012508,0.028552888,0.388888889,0.218956522,0.959608696
10709,0.197368421,0,0.082429501,1,0.010570825,0.083233619,0.028142589,0.057105775,0.444444444,0.12773913,0.970130435
31159,0.355263158,1,0.034707158,1,0.298097252,0.162207438,0.066291432,0.059701493,0.416666667,0.213043478,0.855086957
33769,0.618421053,1,0.04989154,1,0.014799154,0.006509357,0.003126954,0.004542505,0,0,0
18344,0.223684211,,0.068329718,1,0.086680761,0.236442828,0.107254534,0.0532122,0.347222222,0.095652174,0.968695652
11020,0.644736842,1,0.061822126,1,0.00845666,0.087732733,0.04315197,0.042829332,0.097222222,0.03726087,0.981347826
19734,0.236842105,0,0.060737527,1,0.086680761,0.176087685,0.03220763,0.060350422,0.125,0.16426087,0.85026087
18202,0.631578947,0,0.066160521,1,0.067653277,0.078973819,0.013758599,0.011031798,0.541666667,0.414695652,0.796
20701,0.210526316,1,0.054229935,1,0.050739958,0.025654525,0.020637899,0.034393251,0.069444444,0,1
8277,0.526315789,1,0.065075922,1,0.031712474,0.034365577,0.010006254,0.019467878,0.25,0.36473913,0.881652174
19370,0.171052632,,0.0835141,1,0.065539112,0.07883023,0.052532833,0.180402336,0.402777778,0.037478261,0.985
10129,0.078947368,0,0.003253796,1,0.016913319,0.001100847,0.002814259,0.001946788,0.055555556,0.554347826,0.739130435
16135,0.197368421,,0.097613883,1,0.00845666,0.006796535,0.005628518,0.005191434,0.069444444,0.460869565,0.72173913
17080,0.460526316,,0.015184382,1,0.027484144,0.001052984,0.000625391,0.000648929,0.236111111,0.329913043,0.757043478
36211,0.131578947,0,0.023861171,1,0,0.010194802,0.002814259,0.005191434,0.416666667,0.313043478,0.904347826
19820,0.381578947,0,0.009761388,1,0.033826638,0.021681903,0.015947467,0.024659312,0.069444444,0.391304348,0.930434783
9799,0.407894737,1,0.084598698,1,0.031712474,0.269516106,0.066291432,0.322517846,0.430555556,0.043478261,0.969130435
11008,0.078947368,0,0.075921909,1,0.054968288,0.161250179,0.036898061,0.0532122,0.375,0.280173913,0.903391304
14280,0.671052632,0,0.037960954,1,0.033826638,0.062030345,0.006566604,0.012978585,0.291666667,0.186347826,0.884043478
32012,0.078947368,0,0.068329718,1,0.052854123,0.193509788,0.058786742,0.107722258,0.444444444,0.255434783,0.928
28611,0.184210526,0,0.106290672,1,0.082452431,0.035083521,0.010318949,0.013627515,0.208333333,0.486956522,0.843478261
12269,0.25,1,0.048806941,1,0.238900634,0.118891495,0.037836148,0.053861129,0.222222222,0.464695652,0.766304348
8233,0.184210526,,0.063991323,1,0,0.054659455,0.010318949,0.016872161,0.347222222,0.245217391,0.88
33512,,,,1,0.052854123,0.035705739,0.016260163,0.011680727,0.111111111,0.358695652,0.706521739
21993,0.447368421,1,0.069414317,1,0.192389006,0.056956876,0.012195122,0.036340039,0.416666667,0.523173913,0.902913043
13968,0.552631579,0,0.011930586,1,0.019027484,0.002058106,0.002501563,0.003244646,0.055555556,0.347826087,0.793478261
36022,0.75,,0.072668113,1,0.010570825,0.234001819,0.045966229,0.107073329,0.402777778,0.019478261,0.989521739
32990,0.473684211,0,0.031453362,1,0.012684989,0.042980903,0.008442777,0.024659312,0.430555556,0.028043478,0.953695652
28239,0.539473684,,0.00867679,1,0.019027484,0.018140047,0.00343965,0.003244646,0.097222222,0.273304348,0.888217391
33452,0.381578947,1,0.04989154,1,0.052854123,0.008902503,0.004377736,0.01752109,0.013888889,0.782608696,0.782608696
8808,0.684210526,,0.00867679,1,0,0.007035849,0.003126954,0.002595717,0.013888889,0.260869565,0.260869565
25437,0.289473684,,0.011930586,1,0.031712474,0.016321256,0.005941213,0.007787151,0.263888889,0.405043478,0.773434783
33359,0.223684211,0,0.091106291,1,0.006342495,0.037333078,0.004065041,0.001946788,0.416666667,0.018826087,0.982608696
24397,0.210526316,,0.007592191,1,0.006342495,0.000717944,0.000312695,0,0.027777778,0.695652174,0.826086957
8423,0.513157895,,0.005422993,1,0.00845666,0.000430766,0,0.001946788,0.027777778,0.304347826,0.760869565
26350,0.013157895,0,0.050976139,1,0,0.028239123,0.006253909,0.009733939,0.347222222,0.429565217,0.746086957
13948,0.302631579,,0.047722343,1,0.073995772,0.038098885,0.021575985,0.015574302,0.305555556,0.424913043,0.881434783
32035,0.144736842,0,0.010845987,1,0.006342495,0.075240511,0.034396498,0.036340039,0.333333333,0.306173913,0.904
12377,0.486842105,1,0.022776573,1,0.035940803,0.00966831,0.004690432,0.016223232,0.347222222,0.575652174,0.906086957
17640,0.171052632,0,0.023861171,1,0.00845666,0.059876514,0.008130081,0.03569111,0.375,0.349434783,0.962956522
17372,0.657894737,1,0.005422993,1,0.076109937,0.042645862,0.01782364,0.023361454,0.236111111,0.631695652,0.820956522
32336,0.315789474,,0.072668113,1,0.027484144,0.058679941,0.031894934,0.066190785,0.208333333,0.295652174,0.617391304
22550,0.592105263,1,0.04989154,1,0.027484144,0.01311444,0.008755472,0.009733939,0.472222222,0.383652174,0.962913043
23128,0.144736842,0,0.065075922,1,0.010570825,0.008998229,0.008755472,0.0266061,0.444444444,0.153521739,0.661695652
18115,0.460526316,1,0.057483731,1,0.016913319,0.018666539,0.00343965,0.006489293,0.125,0.603869565,0.671478261
9510,0.407894737,1,0.045553145,1,0.137420719,0.195328579,0.009068168,0.009733939,0.291666667,0.498956522,0.906826087
18796,0.552631579,1,0.047722343,1,0.035940803,0.031493802,0.005315822,0.003893576,0.347222222,0.427826087,0.916521739
28918,0.276315789,,0.003253796,1,0.00845666,0.001005121,0.000625391,0.000648929,0,0,0
26386,0.486842105,,0.03362256,1,0,0.017326377,0.003752345,0.013627515,0.25,0.446869565,0.714956522
26138,0.171052632,1,0.059652928,1,0.241014799,0.107260805,0.022201376,0.018818949,0.347222222,0.452173913,0.900869565
26435,0.473684211,1,0.07483731,1,0.014799154,0.10898387,0.010318949,0.011031798,0.375,0.285043478,0.827695652
11585,0.328947368,,0.043383948,1,0.095137421,0.168621069,0.088805503,0.139519792,0.333333333,0.110521739,0.905782609
29841,0.657894737,1,0.037960954,1,0.065539112,0.016895611,0.011569731,0.00908501,0.291666667,0.229826087,0.900608696
10678,,,,1,0,0.073948212,0.050343965,0.111615834,0.388888889,0.177,0.91926087
29332,0.421052632,1,0.020607375,1,0.097251586,0.019432346,0.009068168,0.011680727,0.347222222,0.353043478,0.88
10219,0.039473684,0,0.075921909,1,0.010570825,0.040683483,0.027517198,0.074626866,0.416666667,0.065217391,0.943478261
27055,0.171052632,0,0.080260304,1,0,0.018427224,0.005003127,0.010382868,0.472222222,0.133,0.961652174
9713,,,,1,0.00845666,0.055568851,0.017198249,0.033095393,0.430555556,0.112217391,0.973347826
27357,0.289473684,,0.04989154,1,0.046511628,0.011247786,0.007817386,0.027903958,0.208333333,0.342043478,0.92173913
23139,0.460526316,,0.014099783,1,0.019027484,0.003063227,0.001563477,0,0.055555556,0.304347826,0.695652174
23926,0.092105263,,0.071583514,1,0.044397463,0.072416599,0.013758599,0.04412719,0.319444444,0.259,0.894130435
32458,0.144736842,1,0.023861171,1,0.025369979,0.002201694,0.001563477,0.003893576,0,0,0
21528,0.631578947,,0.017353579,1,0.031712474,0.179677404,0.02126329,0.018170019,0.458333333,0.342565217,0.897217391
25316,0.197368421,1,0.043383948,1,0.078224101,0.022351984,0.008755472,0.005840363,0.069444444,0.513043478,0.669565217
