,id,real_age,user_setage,gender,playcard_level,playcard_point,playcard_coupon_num,is_push_open,utm_channel,signup_day,app_version,manufacturer,model,label,add_all_num,add_under_18_num,add_under_30_num,add_under_setage_num,view_all_num,view_under_18_num,view_under_30_num,view_under_setage_num,msg_all_num,msg_under_18_num,msg_under_30_num,msg_under_setage_num,gift_all_num,gift_under_18_num,gift_under_30_num,gift_under_setage_num,total_day,work_day_rate,weekend_day_rate,avg_early_hour,avg_last_hour
app_version,-0.0033825027995880957,-0.04791663408992098,-0.0872966609398202,0.031350781318886606,0.2754455169157446,0.014848629547084203,0.04378387666058,-0.049014377389677365,0.10283196305197782,0.054843569797852904,1.0,-0.10058337689162097,-0.0190341217206751,-0.08991785956709848,0.016802347759028467,-0.02881400211935617,0.03763437672486644,-0.037472951516604916,0.07362929418515378,0.03297748671850025,0.0936468008511644,0.017207007065611866,0.04781341796782288,-0.009854528718528923,0.07910793120417033,-0.02147627549717721,0.09160695619682492,0.02414902890688756,0.11512183729840808,0.01649383115143675,0.07998124152724469,0.005365611513238727,0.0004203783368015078,-0.14819573669679464,0.12415916720487194
manufacturer,-0.007994100898816003,0.03086685289428309,0.012376555459333343,-0.041288552164723276,-0.002544101045321226,0.0027016473804154315,0.016571098583811398,0.041621108696379645,-0.0036395876796829246,-0.009323283871969458,-0.10058337689162097,1.0,0.011337502592491099,0.011265951831521504,-0.005393240860794656,-0.004285487558738724,-0.008840599361226591,0.0012412947563599191,-0.01469793156259835,-0.012527428860306094,-0.01823611185400941,-0.0052081108745446955,-0.018180418059094674,-0.014059530214749994,-0.022032441006169173,-0.005631179746882775,0.005991960575744521,0.002372979705363816,0.0021296814195082,0.007744453679554771,-0.011384824293313089,-0.002902756500266675,-0.002728230696796907,0.036747764400387434,-0.024215770434720424
model,0.006970657546726946,0.00970822381954697,0.019632418321133754,0.017006166958167958,-0.002507168486043775,0.005363446918672298,-0.02527786824973889,-0.006977234323893798,-0.012797408867817502,0.0022080851233770593,-0.0190341217206751,0.011337502592491099,1.0,0.016734446448944618,0.017563688243358827,0.026049342342668355,0.01248287264962989,0.032025074663774834,0.0067681983806533105,0.020851856435241588,0.0014243224268078644,0.0223708032543509,0.015510333721518091,0.03074381425147297,0.006443530633947573,0.03457294689299818,0.0020353102307644495,0.01650532654555839,-0.00537627315408513,0.023781844142868686,-0.006442727681328698,-0.004753780065610943,0.007244284178702065,0.017900275291993693,-0.0034862452948121263
label,-0.00272057095597085,0.27875347726927585,0.332738269204347,0.060457933413867154,-0.16075784886638964,-0.005042422148591097,-0.07152435326446781,0.031324938486124616,-0.09982188635835959,-0.0864594712478349,-0.08991785956709848,0.011265951831521504,0.016734446448944618,1.0,-0.0020728578178165324,0.08039171507541795,-0.058231584341737364,0.11008520146162593,-0.06633297092504611,0.011107418278402472,-0.10560800340041303,0.032656753708111434,-0.0399711023860335,0.07519091506498532,-0.11499170768122857,0.0967208389968985,-0.09136543516913928,0.04591878280118416,-0.1566161530283627,0.06220273774597062,-0.12078048805089452,-0.043144898621547606,0.00783538694393799,0.1380823894027404,-0.11913918187421707
add_all_num,0.011434366603323216,0.048565217131345394,0.16904481974084032,-0.002896657978837201,0.32752728796477487,-0.008750301235384951,-0.12354796183419021,0.07141092114649794,-0.06509632802748516,-0.0268922701071059,0.016802347759028467,-0.005393240860794656,0.017563688243358827,-0.0020728578178165324,1.0,0.747465324958864,0.970977797272863,0.8134080622280976,0.6345474306874949,0.6521409591299883,0.585565805126088,0.6832725180673032,0.8145920226587059,0.6697683711064064,0.740448733440175,0.7264092181183633,0.5717860368454262,0.5156845214234049,0.4897355959804625,0.5976245750696522,0.13189520164215326,0.019854521972776523,0.06286321160180908,-0.09584797875972367,0.20991901715641512
add_under_18_num,0.009241749615420574,0.06037361285169433,0.2434357866400668,-0.045892923443685354,0.15762481564254632,-0.0079649345785608,-0.14364848966168678,0.09639272514154774,-0.11104057267395694,-0.07429950406095369,-0.02881400211935617,-0.004285487558738724,0.026049342342668355,0.08039171507541795,0.747465324958864,1.0,0.6928322371941037,0.7926601209736864,0.46094579374803957,0.599914159287473,0.3922901676361459,0.6096649887513691,0.6103749985851229,0.746427482332916,0.5047831748901572,0.6944415370170276,0.3959152863216046,0.5472024476138125,0.296987679637125,0.5541455807234033,0.04517673876646457,0.0020113445727310336,0.052789443723805,0.005609528797919273,0.10400330207198141
add_under_30_num,0.012177716948058985,-0.018067753956707115,0.07434208493113566,-0.004867239969706452,0.3493158544246283,-0.005848890281142733,-0.09739926268700574,0.0596482079368294,-0.035243672129094565,0.004900104070371337,0.03763437672486644,-0.008840599361226591,0.01248287264962989,-0.058231584341737364,0.970977797272863,0.6928322371941037,1.0,0.7097003142328707,0.6413542759253802,0.6283084728557146,0.6213552788677286,0.6316481724190515,0.8029902839982164,0.6252110735164145,0.7888927020688302,0.6437912830285982,0.5858655493047048,0.49059028059812193,0.5519543913464076,0.5343537769275402,0.1498002751938789,0.02756697769761352,0.05455414489780879,-0.1444679964712113,0.2246118109466974
add_under_setage_num,0.00826298067913204,0.10845748185510605,0.3072261463466789,-0.043475960261098935,0.18222970644885095,-0.010826977900243348,-0.1702301446605127,0.10278396684817688,-0.13705096765118865,-0.09792129465785622,-0.037472951516604916,0.0012412947563599191,0.032025074663774834,0.11008520146162593,0.8134080622280976,0.7926601209736864,0.7097003142328707,1.0,0.477191782734016,0.6052864887681136,0.3855808905887596,0.6811216474058656,0.6354023039258047,0.6859060179730537,0.48019026788121205,0.8198767618959888,0.4013469616595846,0.508359740104821,0.26118838495064306,0.6503864154137304,0.04381891680846322,-0.004114038181561735,0.06008323302392071,0.04117363154483847,0.10302239706491609
view_all_num,0.00260530993822501,-0.08181172045975488,0.04935087260607288,0.03579908289027379,0.37947755662088367,0.007274281453287717,-0.11542449184803696,0.06996316069713053,-0.018431276464552858,0.17289444863845024,0.07362929418515378,-0.01469793156259835,0.0067681983806533105,-0.06633297092504611,0.6345474306874949,0.46094579374803957,0.6413542759253802,0.477191782734016,1.0,0.9151672996847824,0.983892803999515,0.8902020470913212,0.7540480654863716,0.5696134616225276,0.7456900346977937,0.5744637373088489,0.5791124957315664,0.45943287767897806,0.5508564338792856,0.49211531639101347,0.35364894188737783,0.05240957704186699,0.0688148312740368,-0.2815470947520482,0.4250489823227451
view_under_18_num,0.004516321445287564,-0.062439157480614106,0.16392998647082216,-0.019962565405478992,0.30478909575663277,0.006414990577837367,-0.15684963497627688,0.10926403112683454,-0.08979670270496903,0.0912308931409766,0.03297748671850025,-0.012527428860306094,0.020851856435241588,0.011107418278402472,0.6521409591299883,0.599914159287473,0.6283084728557146,0.6052864887681136,0.9151672996847824,1.0,0.8647585759644357,0.9583959569996847,0.7457126069130374,0.7201630055651828,0.6887058269967476,0.7092535646503801,0.5480170940639767,0.5808366480875734,0.4864254803928064,0.5968046313998449,0.2675410275633193,0.04025619878262404,0.07206062810942473,-0.1837967862440228,0.3503303815470911
view_under_30_num,0.002771225213896992,-0.1348554670054296,-0.03796186531100404,0.04669876201106705,0.3943696933549471,0.008659466106087844,-0.08937328874057306,0.05533231964166432,0.01218864245024127,0.21108780916535616,0.0936468008511644,-0.01823611185400941,0.0014243224268078644,-0.10560800340041303,0.585565805126088,0.3922901676361459,0.6213552788677286,0.3855808905887596,0.983892803999515,0.8647585759644357,1.0,0.812216522730337,0.7177972998363379,0.503649312004754,0.756969055186551,0.4808242838595416,0.5677791629904997,0.41286267205364524,0.5807446115599758,0.4147764399953591,0.36998449124366795,0.058652447299411575,0.06170876242469164,-0.32120720197934505,0.43315771921813573
view_under_setage_num,0.0034145387533737514,-0.004323700574745035,0.22582819054071437,-0.043480187271240534,0.30328911856015806,0.004135170599959945,-0.1667027408665669,0.11433143546903209,-0.1125931727454128,0.03930739682663425,0.017207007065611866,-0.0052081108745446955,0.0223708032543509,0.032656753708111434,0.6832725180673032,0.6096649887513691,0.6316481724190515,0.6811216474058656,0.8902020470913212,0.9583959569996847,0.812216522730337,1.0,0.7499063135663541,0.7131644714494002,0.6462316273408648,0.7843178819422266,0.5466311518553073,0.5710837282448412,0.4448459860089061,0.6654955413960175,0.24647740568512638,0.030283938020724266,0.07596347165411349,-0.14706793320979858,0.3374380184853514
msg_all_num,0.002927846053971021,-0.002572271636505906,0.09117519788269719,0.05056880965668061,0.39472696408744695,-0.004974741508045944,-0.07962307371551708,0.06208369669069486,-0.036984291697235515,0.07955896896189513,0.04781341796782288,-0.018180418059094674,0.015510333721518091,-0.0399711023860335,0.8145920226587059,0.6103749985851229,0.8029902839982164,0.6354023039258047,0.7540480654863716,0.7457126069130374,0.7177972998363379,0.7499063135663541,1.0,0.7693269241126022,0.9471640495886439,0.800980718495388,0.7117981318010728,0.5901818937000199,0.6441604404342006,0.6553065602830026,0.23979436262295742,0.03358766299976381,0.06634218113486122,-0.2405332637902937,0.36844336644630515
msg_under_18_num,1.2099483848432429e-05,0.014697662239396347,0.20937098352299136,-0.055958881713563786,0.21663633097337345,-0.004546074854722403,-0.12856391854880075,0.10561930789733308,-0.1104632745206815,-0.010588105864904655,-0.009854528718528923,-0.014059530214749994,0.03074381425147297,0.07519091506498532,0.6697683711064064,0.746427482332916,0.6252110735164145,0.6859060179730537,0.5696134616225276,0.7201630055651828,0.503649312004754,0.7131644714494002,0.7693269241126022,1.0,0.6725143700686916,0.8335104455667294,0.5103029569693408,0.6846203934615273,0.41766941014163744,0.6488518096352031,0.10870743821141024,0.014041856943391188,0.0529121300637806,-0.08061914206661423,0.20657799270556174
msg_under_30_num,0.003411535269676091,-0.10553052082823478,-0.06307642848649964,0.0633418514028154,0.4209763659994964,-0.0019648991882204305,-0.036788249656284154,0.04045811431074708,0.012737007267617506,0.14479732484185276,0.07910793120417033,-0.022032441006169173,0.006443530633947573,-0.11499170768122857,0.740448733440175,0.5047831748901572,0.7888927020688302,0.48019026788121205,0.7456900346977937,0.6887058269967476,0.756969055186551,0.6462316273408648,0.9471640495886439,0.6725143700686916,1.0,0.6373603570696365,0.7046081218597614,0.5273013511485691,0.7164438908513824,0.5273337561222512,0.2716761985832567,0.0468924451227213,0.053847695252271635,-0.3133003636207325,0.3894543033643251
msg_under_setage_num,0.0029965572365153884,0.07323647067061367,0.2875772597299899,-0.04652246383778483,0.23350799995761462,-0.008153978489436676,-0.14424977735296254,0.11076335190423142,-0.14173634912283226,-0.06793416616709878,-0.02147627549717721,-0.005631179746882775,0.03457294689299818,0.0967208389968985,0.7264092181183633,0.6944415370170276,0.6437912830285982,0.8198767618959888,0.5744637373088489,0.7092535646503801,0.4808242838595416,0.7843178819422266,0.800980718495388,0.8335104455667294,0.6373603570696365,1.0,0.536297323257698,0.6261725728579741,0.39258386442908483,0.7789236006540808,0.09607853825637667,0.002500579928060525,0.061504921849653484,-0.047663758197874405,0.20788302778028642
gift_all_num,-0.0042354839855371276,-0.053777759140728465,-0.032969805073155396,-0.0003023391095683179,0.44211311559912764,0.007645045133786915,0.0018847403327762777,0.027951243670182545,0.0382201400017825,0.05559873770863755,0.09160695619682492,0.005991960575744521,0.0020353102307644495,-0.09136543516913928,0.5717860368454262,0.3959152863216046,0.5858655493047048,0.4013469616595846,0.5791124957315664,0.5480170940639767,0.5677791629904997,0.5466311518553073,0.7117981318010728,0.5103029569693408,0.7046081218597614,0.536297323257698,1.0,0.7374279249218727,0.9539062680497965,0.7880624224644279,0.2550808672058128,0.03024954131917109,0.06374886064785515,-0.2656496209151908,0.37853071727993737
gift_under_18_num,-0.004169514791956643,-0.010979381398516766,0.1226977840487548,-0.03443730354092077,0.25695633259829237,0.00910172122002097,-0.07025776723871141,0.07030952962277726,-0.07005790864291128,-0.03511432204386507,0.02414902890688756,0.002372979705363816,0.01650532654555839,0.04591878280118416,0.5156845214234049,0.5472024476138125,0.49059028059812193,0.508359740104821,0.45943287767897806,0.5808366480875734,0.41286267205364524,0.5710837282448412,0.5901818937000199,0.6846203934615273,0.5273013511485691,0.6261725728579741,0.7374279249218727,1.0,0.6587582926650437,0.8007121806337232,0.12356659481714324,0.009712495283510904,0.056181024421057206,-0.10979512658877809,0.22658594593883385
gift_under_30_num,-0.0038961183745065014,-0.15484990591708564,-0.17288866118687957,-0.013167035004406752,0.4554480563862529,0.010752808626126277,0.04083064742576393,0.013927627057633426,0.07695285003163099,0.10748524499165636,0.11512183729840808,0.0021296814195082,-0.00537627315408513,-0.1566161530283627,0.4897355959804625,0.296987679637125,0.5519543913464076,0.26118838495064306,0.5508564338792856,0.4864254803928064,0.5807446115599758,0.4448459860089061,0.6441604404342006,0.41766941014163744,0.7164438908513824,0.39258386442908483,0.9539062680497965,0.6587582926650437,1.0,0.6363697884758647,0.2751114495442825,0.041424122524669926,0.05044235802268171,-0.3249040787181232,0.3898657248992084
gift_under_setage_num,-0.0068485332428711125,0.05798741615187311,0.2262722614465197,-0.016912321263683982,0.2827378276571145,0.0026139099761119423,-0.09401294974576231,0.07469264810756494,-0.09900361517531417,-0.08501978683396097,0.01649383115143675,0.007744453679554771,0.023781844142868686,0.06220273774597062,0.5976245750696522,0.5541455807234033,0.5343537769275402,0.6503864154137304,0.49211531639101347,0.5968046313998449,0.4147764399953591,0.6654955413960175,0.6553065602830026,0.6488518096352031,0.5273337561222512,0.7789236006540808,0.7880624224644279,0.8007121806337232,0.6363697884758647,1.0,0.11956199432900531,-1.737308765343887e-05,0.0651936502083837,-0.06790592180950816,0.22410946376494464
total_day,-0.3498468612630725,-0.07400563179870957,-0.12306238719480757,0.04455291352795655,0.28134268213169616,0.0027990705938318113,0.03262089411667784,-0.003153240296035751,0.08257370427744277,0.28883884148843975,0.07998124152724469,-0.011384824293313089,-0.006442727681328698,-0.12078048805089452,0.13189520164215326,0.04517673876646457,0.1498002751938789,0.04381891680846322,0.35364894188737783,0.2675410275633193,0.36998449124366795,0.24647740568512638,0.23979436262295742,0.10870743821141024,0.2716761985832567,0.09607853825637667,0.2550808672058128,0.12356659481714324,0.2751114495442825,0.11956199432900531,1.0,0.07912189500454231,0.07962636626705137,-0.2465306418170044,0.40084697985709433
work_day_rate,0.001438400077429284,-0.038008497377656436,-0.05172430627220352,0.0033531542630563667,0.04184543894496838,-0.005536357605178055,0.0114044576371219,-0.008157291689765004,0.03530012724957575,0.07837034315031216,0.005365611513238727,-0.002902756500266675,-0.004753780065610943,-0.043144898621547606,0.019854521972776523,0.0020113445727310336,0.02756697769761352,-0.004114038181561735,0.05240957704186699,0.04025619878262404,0.058652447299411575,0.030283938020724266,0.03358766299976381,0.014041856943391188,0.0468924451227213,0.002500579928060525,0.03024954131917109,0.009712495283510904,0.041424122524669926,-1.737308765343887e-05,0.07912189500454231,1.0,-0.8458860336148192,0.06384463105664877,0.08177532697094399
weekend_day_rate,-0.006533530873926486,0.007893367158218813,0.04191594265792142,0.012983020949251677,0.03702924294192673,0.0031420311041538375,-0.006209225047166145,0.015107703016467673,-0.02245697619168914,0.03448785380585033,0.0004203783368015078,-0.002728230696796907,0.007244284178702065,0.00783538694393799,0.06286321160180908,0.052789443723805,0.05455414489780879,0.06008323302392071,0.0688148312740368,0.07206062810942473,0.06170876242469164,0.07596347165411349,0.06634218113486122,0.0529121300637806,0.053847695252271635,0.061504921849653484,0.06374886064785515,0.056181024421057206,0.05044235802268171,0.0651936502083837,0.07962636626705137,-0.8458860336148192,1.0,0.09022948748860325,0.07527637079607488
avg_early_hour,-0.008778566114818542,0.12049702968517326,0.2412591456886491,0.031122313407648216,-0.3316743095226932,-0.011116792382830957,-0.08076881545763889,0.004514214117516025,-0.12736052324503153,-0.07904214741301203,-0.14819573669679464,0.036747764400387434,0.017900275291993693,0.1380823894027404,-0.09584797875972367,0.005609528797919273,-0.1444679964712113,0.04117363154483847,-0.2815470947520482,-0.1837967862440228,-0.32120720197934505,-0.14706793320979858,-0.2405332637902937,-0.08061914206661423,-0.3133003636207325,-0.047663758197874405,-0.2656496209151908,-0.10979512658877809,-0.3249040787181232,-0.06790592180950816,-0.2465306418170044,0.06384463105664877,0.09022948748860325,1.0,-0.5413152035070765
avg_last_hour,0.010221116064025045,-0.06365309703422532,-0.1351309375569211,0.02502954177017535,0.40647217421632964,0.007049887308141281,0.0493567533130751,0.009860170178830533,0.1071947897567003,0.17233604191046015,0.12415916720487194,-0.024215770434720424,-0.0034862452948121263,-0.11913918187421707,0.20991901715641512,0.10400330207198141,0.2246118109466974,0.10302239706491609,0.4250489823227451,0.3503303815470911,0.43315771921813573,0.3374380184853514,0.36844336644630515,0.20657799270556174,0.3894543033643251,0.20788302778028642,0.37853071727993737,0.22658594593883385,0.3898657248992084,0.22410946376494464,0.40084697985709433,0.08177532697094399,0.07527637079607488,-0.5413152035070765,1.0
